Monthly Data for February 2023 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
MORRO BAY FIRE DEPT, COOP, San Luis Obispo, -120.845, 35.367, 118, 3.51
BAKERSFIELD AP, WBAN, Kern, -119.055, 35.434, 490, 2.44
BUTTONWILLOW, COOP, Kern, -119.470, 35.403, 225, 1.70
TRONA, COOP, San Bernardino, -117.391, 35.764, 1695, 1.01
DELANO, COOP, Kern, -119.260, 35.768, 302, 0.32
SAN GABRIEL DAM FC425B-E, COOP, Los Angeles, -117.861, 34.205, 1481, 8.44
VAN NUYS AP, WBAN, Los Angeles, -118.491, 34.212, 785, 7.85
CAMARILLO AP, WBAN, Ventura, -119.088, 34.211, 71, 2.70
OXNARD VENTURA COUNTY AP, WBAN, Ventura, -119.204, 34.200, 39, 3.31
PARKER RESRVOIR, COOP, San Bernardino, -114.171, 34.290, 738, 0.33
BIG BEAR LAKE, COOP, San Bernardino, -116.917, 34.243, 6753, 1.62
BIG TUJUNGA DAM FC46, COOP, Los Angeles, -118.188, 34.295, 2326, 2.73
PACOIMA DAM FC33A-E, COOP, Los Angeles, -118.400, 34.329, 1550, 8.15
PIRU 2 ESE, COOP, Ventura, -118.757, 34.406, 712, 5.76
SANTA BARBARA MUNI AP, WBAN, Santa Barbara, -119.842, 34.424, 8, 3.57
JUNCAL DAM, COOP, Santa Barbara, -119.507, 34.491, 2260, 9.56
KETTLEMAN CITY, COOP, Kings, -119.960, 36.007, 240, 3.15
CORCORAN IRRIGATION DIST., COOP, Kings, -119.582, 36.098, 200, 3.71
KING CITY, COOP, Monterey, -121.138, 36.207, 320, 1.72
LINDSAY, COOP, Tulare, -119.054, 36.203, 435, 3.19
BIG SUR STATION, COOP, Monterey, -121.780, 36.247, 200, 4.47
VISALIA, COOP, Tulare, -119.300, 36.328, 303, 3.42
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 5.50
SANTA MONICA MUNICIPAL AP, WBAN, Los Angeles, -118.447, 34.021, 175, 5.16
ONTARIO INTL AP, WBAN, San Bernardino, -117.577, 34.053, 924, 3.71
COVINA CITY YARD FC387B, COOP, Los Angeles, -117.880, 34.092, 607, 3.27
U C L A, COOP, Los Angeles, -118.443, 34.070, 430, 7.13
IRON MOUNTAIN, COOP, San Bernardino, -115.122, 34.147, 922, 0.00
TWENTYNINE PALMS, COOP, San Bernardino, -116.037, 34.128, 1975, 0.02
JOSHUA TREE, COOP, San Bernardino, -116.275, 34.147, 2563, 0.12
POINT MUGU NF, WBAN, Ventura, -119.123, 34.124, 12, 0.13
