Monthly Data for January 1985 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
GOLD ROCK RANCH, COOP, Imperial, -114.867, 32.883, 485, 0.09
IMPERIAL, COOP, Imperial, -115.567, 32.849, -64, 0.03
DESCANSO RANGER STN, COOP, San Diego, -116.617, 32.850, 3500, 2.01
EL CAPITAN DAM, COOP, San Diego, -116.815, 32.886, 600, 1.19
LAKESIDE 2 E, COOP, San Diego, -116.895, 32.854, 690, 0.79
POWAY VALLEY, COOP, San Diego, -117.031, 33.020, 648, 0.95
SAN CLEMENTE ISLAND NAAS, WBAN, Los Angeles, -118.588, 33.023, 182, 0.49
RAMONA FIRE DEPT, COOP, San Diego, -116.908, 33.011, 1470, 1.42
SAN PASQUAL ANIMAL PK, COOP, San Diego, -116.997, 33.096, 420, 0.75
JULIAN WYNOLA, COOP, San Diego, -116.650, 33.100, 3650, 2.30
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 2.38
VISTA, COOP, San Diego, -117.232, 33.235, 430, 0.83
OCEANSIDE MARINA, COOP, San Diego, -117.395, 33.210, 10, 0.76
NILAND, COOP, Imperial, -115.524, 33.278, -60, 0.07
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.38
OAK GROVE RS, COOP, San Diego, -116.792, 33.386, 2750, 1.10
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 3.00
MECCA FIRE STATION, COOP, Riverside, -116.073, 33.570, -183, 0.37
ANZA, COOP, Riverside, -116.674, 33.556, 3915, 1.22
LAGUNA BEACH, COOP, Orange, -117.781, 33.545, 44, 1.13
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.27
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 0.44
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.37
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.56
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 0.52
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 0.65
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.51
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 0.74
BRAWLEY 2 SW, COOP, Imperial, -115.558, 32.954, -100, 0.08
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.28
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 0.82
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.39
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 1.86
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 2.31
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 1.03
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.05
ELECTRA P H, COOP, Amador, -120.671, 38.331, 715, 1.61
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 0.49
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 1.26
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.59
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 1.35
LAKE SPAULDING, COOP, Nevada, -120.639, 39.318, 5156, 1.81
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 1.41
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 0.48
LODI, COOP, San Joaquin, -121.288, 38.106, 40, 0.52
MARYSVILLE, COOP, Yuba, -121.585, 39.146, 57, 0.84
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 1.75
OJAI, COOP, Ventura, -119.227, 34.448, 745, 1.25
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 0.71
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 0.89
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 0.96
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 0.52
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 1.20
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 1.01
REDDING FIRE STN 4, COOP, Shasta, -122.383, 40.550, 470, 1.20
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 1.14
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 1.57
SANTA CRUZ, COOP, Santa Cruz, -122.000, 36.988, 70, 1.71
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 1.87
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 0.35
TUSTIN IRVINE RANCH, COOP, Orange, -117.754, 33.703, 235, 0.60
UKIAH, COOP, Mendocino, -123.210, 39.147, 636, 0.69
VACAVILLE, COOP, Solano, -121.961, 38.396, 110, 0.97
WASCO, COOP, Kern, -119.352, 35.589, 291, 0.66
WEAVERVILLE, COOP, Trinity, -122.944, 40.735, 2058, 0.56
WILLOWS 6 W, COOP, Glenn, -122.305, 39.523, 234, 0.53
YOSEMITE PARK HEADQUARTERS, COOP, Mariposa, -119.590, 37.750, 4018, 1.14
BERKELEY, COOP, Alameda, -122.260, 37.874, 310, 0.66
BLYTHE, COOP, Riverside, -114.598, 33.614, 268, 0.32
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 0.66
INDEPENDENCE, WBAN, Inyo, -118.204, 36.798, 3950, 0.27
SAN LUIS OBISPO POLY, WBAN, San Luis Obispo, -120.662, 35.306, 308, 0.72
BURNEY, WBAN, Shasta, -121.655, 40.880, 3198, 0.54
IMPERIAL BEACH REAM FIELD NAS, WBAN, San Diego, -117.117, 32.568, 24, 0.50
CALEXICO 2 NE, COOP, Imperial, -115.464, 32.688, 12, 0.03
EL CENTRO 2 SSW, COOP, Imperial, -115.562, 32.767, -30, 0.06
OCOTILLO 2, COOP, Imperial, -116.001, 32.746, 410, 0.06
LA MESA, COOP, San Diego, -117.023, 32.768, 530, 0.62
ALPINE, COOP, San Diego, -116.777, 32.836, 1695, 1.38
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 0.00
SANTA MONICA PIER, COOP, Los Angeles, -118.500, 34.008, 14, 0.70
POMONA/FAIRPLEX, COOP, Los Angeles, -117.766, 34.082, 999, 1.32
COVINA CITY YARD FC387B, COOP, Los Angeles, -117.880, 34.092, 607, 1.24
U C L A, COOP, Los Angeles, -118.443, 34.070, 430, 0.78
