Monthly Data for July 2023 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
SANTA MARGARITA BOOST, COOP, San Luis Obispo, -120.637, 35.374, 1148, 0.00
MORRO BAY FIRE DEPT, COOP, San Luis Obispo, -120.845, 35.367, 118, 0.01
BAKERSFIELD AP, WBAN, Kern, -119.055, 35.434, 490, 0.00
LOST HILLS, COOP, Kern, -119.689, 35.618, 288, 0.00
GLENNVILLE, COOP, Kern, -118.701, 35.727, 3140, 0.00
TRONA, COOP, San Bernardino, -117.391, 35.764, 1695, 0.00
DELANO, COOP, Kern, -119.260, 35.768, 302, 0.00
PINNACLES NATIONAL PARK, COOP, San Benito, -121.182, 36.482, 1307, 0.00
MONTEREY, COOP, Monterey, -121.855, 36.593, 122, T
SALINAS AP, WBAN, Monterey, -121.609, 36.664, 73, T
GRANT GROVE, COOP, Tulare, -118.962, 36.738, 6580, 0.00
HOLLISTER 2, COOP, San Benito, -121.421, 36.848, 275, 0.00
WATSONVILLE WATERWORKS, COOP, Santa Cruz, -121.769, 36.931, 95, 0.00
FRIANT GOVERNMENT CAMP, COOP, Fresno, -119.707, 36.997, 410, 0.00
KETTLEMAN CITY, COOP, Kings, -119.960, 36.007, 240, 0.00
CORCORAN IRRIGATION DIST., COOP, Kings, -119.582, 36.098, 200, 0.00
KING CITY, COOP, Monterey, -121.138, 36.207, 320, 0.00
LINDSAY, COOP, Tulare, -119.054, 36.203, 435, 0.00
BIG SUR STATION, COOP, Monterey, -121.780, 36.247, 200, 0.00
VISALIA, COOP, Tulare, -119.300, 36.328, 303, 0.00
FIVE POINTS 5 SSW, COOP, Fresno, -120.156, 36.364, 285, 0.00
ASH MOUNTAIN, COOP, Tulare, -118.825, 36.491, 1708, 0.00
LOS BANOS, COOP, Merced, -120.867, 37.056, 120, 0.00
BEN LOMOND NO. 4, COOP, Santa Cruz, -122.080, 37.086, 420, 0.00
ASPENDELL, COOP, Inyo, -118.599, 37.232, 8470, 0.15
NORTH FORK RS, COOP, Madera, -119.510, 37.233, 2645, 0.00
NEWMAN, COOP, Stanislaus, -121.018, 37.281, 90, 0.00
MOUNT HAMILTON, WBAN, Santa Clara, -121.635, 37.343, 4220, 0.00
BISHOP AIRPORT, WBAN, Inyo, -118.359, 37.371, 4110, 0.13
TURLOCK #2, COOP, Stanislaus, -120.846, 37.502, 103, 0.00
REDWOOD CITY, COOP, San Mateo, -122.239, 37.477, 31, 0.00
HALF MOON BAY, COOP, San Mateo, -122.443, 37.473, 27, 0.14
SO ENTRANCE YOSEMITE N.P., COOP, Mariposa, -119.633, 37.512, 5047, 0.00
MODESTO AP, WBAN, Stanislaus, -120.955, 37.625, 87, 0.00
HAYWARD AIR TERMINAL, WBAN, Alameda, -122.121, 37.659, 31, T
TRACY CARBONA, COOP, San Joaquin, -121.347, 37.682, 135, 0.00
LIVERMORE MUNICIPAL AP, WBAN, Alameda, -121.815, 37.693, 393, T
OAKLAND INTERNATIONAL AIRPORT, WBAN, Alameda, -122.233, 37.718, 5, T
UPPER SAN LEANDRO FILTERS, COOP, Alameda, -122.167, 37.772, 394, 0.00
SAN FRANCISCO DOWNTOWN, WBAN, San Francisco, -122.427, 37.771, 150, 0.00
SAN FRANCISCO OCEANSIDE, COOP, San Francisco, -122.505, 37.728, 8, 0.00
GROVELAND 2, COOP, Tuolumne, -120.226, 37.844, 2800, 0.00
TRACY PUMPING PLANT, COOP, Alameda, -121.583, 37.796, 61, 0.00
OAKLAND MUSEUM, COOP, Alameda, -122.264, 37.798, 30, 0.00
MOUNT DIABLO JUNCTION, COOP, Contra Costa, -121.930, 37.879, 2170, 0.00
STOCKTON AP, WBAN, San Joaquin, -121.226, 37.890, 27, 0.00
RICHMOND, COOP, Contra Costa, -122.377, 37.919, 20, 0.00
MUIR WOODS, COOP, Marin, -122.569, 37.898, 220, 0.00
HETCH HETCHY, COOP, Tuolumne, -119.783, 37.961, 3870, 0.02
CHERRY VALLEY DAM, COOP, Tuolumne, -119.916, 37.975, 4765, 0.00
SONORA, COOP, Tuolumne, -120.387, 37.967, 1675, 0.00
CONCORD BUCHANAN FIELD, WBAN, Contra Costa, -122.053, 37.992, 23, 0.00
SAN RAFAEL-CIVIC CENTER, COOP, Marin, -122.537, 37.998, 120, 0.00
KENTFIELD, COOP, Marin, -122.545, 37.957, 145, 0.00
SAN ANDREAS 2, COOP, Calaveras, -120.671, 38.191, 1100, 0.00
BODIE CALIFORNIA STATE HISTORIC PARK, COOP, Mono, -119.014, 38.212, 8370, 0.00
ACAMPO 5NE, COOP, San Joaquin, -121.201, 38.218, 87, 0.00
NAPA COUNTY AIRPORT, WBAN, Napa, -122.280, 38.208, 16, T
CALAVERAS BIG TREES, COOP, Calaveras, -120.311, 38.277, 4695, 0.00
CAMP PARDEE, COOP, Calaveras, -120.843, 38.249, 658, 0.00
FAIRFIELD, COOP, Solano, -122.068, 38.274, 40, 0.00
SONOMA, COOP, Sonoma, -122.462, 38.299, 97, 0.00
SUTTER HILL CDF, COOP, Amador, -120.801, 38.377, 1586, 0.00
WEST POINT, COOP, Calaveras, -120.545, 38.378, 2775, 0.00
GRATON, COOP, Sonoma, -122.865, 38.431, 200, 0.01
FIDDLETOWN DEXTER RCH, COOP, Amador, -120.698, 38.525, 2170, 0.00
SACRAMENTO AP ASOS, WBAN, Sacramento, -121.496, 38.507, 19, T
WINTERS, WBAN, Yolo, -121.978, 38.525, 135, 0.00
LAKE SOLANO, COOP, Solano, -122.004, 38.492, 187, 0.00
FORT ROSS, COOP, Sonoma, -123.245, 38.515, 112, 0.00
SACRAMENTO 5 ESE, WBAN, Sacramento, -121.418, 38.555, 38, 0.00
ANGWIN PACIFIC UNION COLLEGE, COOP, Napa, -122.440, 38.573, 1715, 0.00
CALISTOGA, COOP, Napa, -122.578, 38.577, 350, T
SACRAMENTO METROPOLITAN AP, WBAN, Sacramento, -121.595, 38.701, 24, 0.00
IMPERIAL, COOP, Imperial, -115.567, 32.849, -64, 0.00
EL CAPITAN DAM, COOP, San Diego, -116.815, 32.886, 600, 0.00
LAKESIDE 2 E, COOP, San Diego, -116.895, 32.854, 690, 0.00
POWAY VALLEY, COOP, San Diego, -117.031, 33.020, 648, 0.00
JULIAN CDF, COOP, San Diego, -116.592, 33.076, 4215, 0.01
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, 0.06
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 0.16
VISTA, COOP, San Diego, -117.232, 33.235, 430, 0.00
OCEANSIDE MARINA, COOP, San Diego, -117.395, 33.210, 10, 0.00
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.00
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 0.05
MECCA FIRE STATION, COOP, Riverside, -116.073, 33.570, -183, 0.00
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, T
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, T
MIDDLETOWN, COOP, Lake, -122.626, 38.748, 1121, 0.03
CLOVERDALE, COOP, Sonoma, -123.026, 38.793, 400, 0.00
KELSEY 1 N, COOP, El Dorado, -120.821, 38.809, 2000, 0.00
SOUTH LAKE TAHOE AP, WBAN, El Dorado, -119.996, 38.898, 6257, 0.00
GEORGETOWN RS, COOP, El Dorado, -120.801, 38.933, 3001, 0.00
AUBURN, COOP, Placer, -121.084, 38.907, 1292, 0.00
NICOLAUS #2, COOP, Sutter, -121.545, 38.926, 43, 0.00
HELL HOLE, COOP, Placer, -120.415, 39.058, 4850, 0.00
MARYSVILLE AIRPORT (ASOS), WBAN, Yuba, -121.569, 39.102, 62, 0.00
UKIAH MUNICIPAL AP, WBAN, Mendocino, -123.200, 39.128, 603, T
GOLD RUN 4 SW, COOP, Placer, -120.900, 39.150, 3220, 0.00
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 0.00
SANTA MONICA MUNICIPAL AP, WBAN, Los Angeles, -118.447, 34.021, 175, 0.00
ONTARIO INTL AP, WBAN, San Bernardino, -117.577, 34.053, 924, 0.00
COVINA CITY YARD FC387B, COOP, Los Angeles, -117.880, 34.092, 607, 0.00
U C L A, COOP, Los Angeles, -118.443, 34.070, 430, 0.00
IRON MOUNTAIN, COOP, San Bernardino, -115.122, 34.147, 922, 0.00
TWENTYNINE PALMS, COOP, San Bernardino, -116.037, 34.128, 1975, 0.00
JOSHUA TREE, COOP, San Bernardino, -116.275, 34.147, 2563, T
SAN GABRIEL FIRE DEPT, COOP, Los Angeles, -118.100, 34.084, 363, 0.00
POINT MUGU NF, WBAN, Ventura, -119.123, 34.124, 12, T
ALTADENA, COOP, Los Angeles, -118.138, 34.182, 1127, 0.00
SAN GABRIEL CANYON PH, COOP, Los Angeles, -117.908, 34.155, 744, 0.00
WOODLAND HILLS PIERCE COLLEGE, COOP, Los Angeles, -118.574, 34.182, 790, 0.00
GRASS VALLEY NO. 2, COOP, Nevada, -121.068, 39.204, 2400, 0.00
COLUSA 2 SSW, COOP, Colusa, -122.027, 39.188, 50, 0.00
BLUE CANYON NYACK AP, WBAN, Placer, -120.709, 39.276, 5286, 0.00
NEVADA CITY, COOP, Nevada, -121.001, 39.247, 2781, 0.00
TRUCKEE AIRPORT, WBAN, Nevada, -120.139, 39.320, 5900, 0.00
COLGATE POWERHOUSE, COOP, Yuba, -121.192, 39.331, 595, 0.00
BOCA, COOP, Nevada, -120.094, 39.389, 5575, 0.00
POTTER VALLEY POWERHOUSE, COOP, Mendocino, -123.129, 39.362, 1018, 0.00
BOWMAN DAM, COOP, Nevada, -120.656, 39.454, 5385, 0.00
OROVILLE, COOP, Butte, -121.553, 39.518, 171, 0.00
OROVILLE MUNICIPAL AP, WBAN, Butte, -121.622, 39.494, 187, 0.00
SIERRAVILLE RS, COOP, Sierra, -120.370, 39.583, 4975, 0.00
DOWNIEVILLE, COOP, Sierra, -120.824, 39.563, 2915, 0.00
STRAWBERRY VALLEY 2, COOP, Yuba, -121.161, 39.532, 3710, 0.00
STONY GORGE RESERVOIR, COOP, Glenn, -122.534, 39.586, 800, 0.00
PORTOLA, COOP, Plumas, -120.472, 39.805, 4850, 0.00
DE SABLA, COOP, Butte, -121.611, 39.872, 2710, 0.00
BUCKS CREEK, COOP, Plumas, -121.315, 39.937, 1891, 0.00
MINERAL, COOP, Tehama, -121.609, 40.346, 4875, 0.00
VICTORVILLE, COOP, San Bernardino, -117.293, 34.529, 2880, 0.00
GIBRALTAR DAM NO. 2, COOP, Santa Barbara, -119.682, 34.523, 1558, 0.00
AMBOY, COOP, San Bernardino, -115.744, 34.559, 648, T
PALMDALE, COOP, Los Angeles, -118.094, 34.588, 2612, 0.00
SAUGUS POWER PLANT 1, COOP, Los Angeles, -118.454, 34.590, 2161, 0.00
CACHUMA LAKE, COOP, Santa Barbara, -119.982, 34.582, 789, 0.00
SALSIPUEDES GAGING STATION, COOP, Santa Barbara, -120.408, 34.585, 254, 0.00
PALMDALE AP, WBAN, Los Angeles, -118.083, 34.629, 2509, T
LOMPOC, COOP, Santa Barbara, -120.451, 34.654, 75, 0.00
LOMPOC AP, WBAN, Santa Barbara, -120.467, 34.667, 88, 0.00
LANCASTER, WBAN, Los Angeles, -118.213, 34.741, 2338, 0.00
SANDBERG, WBAN, Los Angeles, -118.725, 34.744, 4510, 0.00
NEW CUYAMA FIRE STATION, COOP, Santa Barbara, -119.683, 34.946, 2160, 0.00
TWITCHELL DAM, COOP, Santa Barbara, -120.321, 34.988, 582, 0.00
COLEMAN FISHERIES STATION, COOP, Shasta, -122.143, 40.400, 420, 0.00
VOLTA PH, COOP, Shasta, -121.866, 40.458, 2220, 0.00
SCOTIA, COOP, Humboldt, -124.104, 40.483, 136, 0.04
MANZANITA LAKE, COOP, Shasta, -121.577, 40.541, 5750, 0.00
WHISKEYTOWN RESERVOIR, COOP, Shasta, -122.528, 40.612, 1295, 0.00
SHASTA DAM, COOP, Shasta, -122.416, 40.714, 1075, 0.39
TRINITY RIVER HATCHERY, COOP, Trinity, -122.795, 40.726, 1861, 0.00
HAT CREEK, COOP, Shasta, -121.543, 40.932, 3015, 0.00
PIT RIVER PH 5, COOP, Shasta, -121.977, 40.987, 1458, 0.00
WILLOW CREEK 1 NW, COOP, Humboldt, -123.636, 40.947, 464, 0.00
FALL RIVER MILLS, COOP, Shasta, -121.435, 41.008, 3300, 0.00
ADIN RANGER STATION, COOP, Modoc, -120.945, 41.193, 4202, T
DUNSMUIR TREATMENT PL, COOP, Siskiyou, -122.282, 41.183, 2169, 0.00
JESS VALLEY, COOP, Modoc, -120.298, 41.271, 5319, T
