Monthly Data for November 1977 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
GOLD ROCK RANCH, COOP, Imperial, -114.867, 32.883, 485, 0.00
IMPERIAL, COOP, Imperial, -115.567, 32.849, -64, 0.00
DESCANSO RANGER STN, COOP, San Diego, -116.617, 32.850, 3500, 0.40
EL CAPITAN DAM, COOP, San Diego, -116.815, 32.886, 600, 0.20
LAKESIDE 2 E, COOP, San Diego, -116.895, 32.854, 690, 0.06
POWAY VALLEY, COOP, San Diego, -117.031, 33.020, 648, 0.17
SAN CLEMENTE ISLAND NAAS, WBAN, Los Angeles, -118.588, 33.023, 182, 0.05
RAMONA FIRE DEPT, COOP, San Diego, -116.908, 33.011, 1470, 0.02
JULIAN WYNOLA, COOP, San Diego, -116.650, 33.100, 3650, 0.57
ESCONDIDO, COOP, San Diego, -117.083, 33.117, 659, 0.28
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 0.00
VISTA, COOP, San Diego, -117.232, 33.235, 430, 0.31
OCEANSIDE MARINA, COOP, San Diego, -117.395, 33.210, 10, 0.00
NILAND, COOP, Imperial, -115.524, 33.278, -60, 0.00
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.00
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 0.00
MECCA FIRE STATION, COOP, Riverside, -116.073, 33.570, -183, 0.00
ANZA, COOP, Riverside, -116.674, 33.556, 3915, 0.60
LAGUNA BEACH, COOP, Orange, -117.781, 33.545, 44, 0.00
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.00
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 0.00
DEEP CANYON LAB, COOP, Riverside, -116.376, 33.651, 1200, 0.00
ELSINORE, COOP, Riverside, -117.346, 33.686, 1268, T
EL TORO MCAS, WBAN, Orange, -117.733, 33.667, 384, 0.07
HAYFIELD PUMPING PLANT, COOP, Riverside, -115.629, 33.704, 1370, T
SUN CITY, COOP, Riverside, -117.190, 33.716, 1420, 0.11
