Monthly Data for November 2009 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.26
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.20
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 0.42
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 0.12
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 0.55
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.28
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 0.20
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 0.01
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 1.64
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 0.47
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.27
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 1.93
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 1.26
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 0.31
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.03
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 2.88
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.28
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 1.22
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 1.28
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 0.00
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 0.14
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 0.21
LODI, COOP, San Joaquin, -121.288, 38.106, 40, 0.24
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 0.17
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 0.83
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.02
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 0.63
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 5.15
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 0.00
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 0.02
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 0.61
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 1.93
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 0.43
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 0.00
SANTA CRUZ, COOP, Santa Cruz, -122.000, 36.988, 70, 0.19
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 1.05
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 0.83
UKIAH, COOP, Mendocino, -123.210, 39.147, 636, 1.75
VACAVILLE, COOP, Solano, -121.961, 38.396, 110, 0.28
WASCO, COOP, Kern, -119.352, 35.589, 291, 0.00
WEAVERVILLE, COOP, Trinity, -122.944, 40.735, 2058, 2.34
WILLOWS 6 W, COOP, Glenn, -122.305, 39.523, 234, 0.46
YOSEMITE PARK HEADQUARTERS, COOP, Mariposa, -119.590, 37.750, 4018, 0.00
