Monthly Data for October 2009 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
ELSINORE, COOP, Riverside, -117.346, 33.686, 1268, 0.22
SANTA ANA JOHN WAYNE AP, WBAN, Orange, -117.867, 33.680, 43, 0.39
HAYFIELD PUMPING PLANT, COOP, Riverside, -115.629, 33.704, 1370, 0.00
IDYLLWILD FIRE DEPT, COOP, Riverside, -116.707, 33.757, 5380, 0.50
SAN JACINTO, COOP, Riverside, -116.975, 33.797, 1525, 0.03
HEMET, COOP, Riverside, -116.894, 33.738, 1811, 0.08
SANTA ANA FIRE STATION, COOP, Orange, -117.867, 33.744, 135, 0.67
EAGLE MOUNTAIN, COOP, Riverside, -115.451, 33.808, 973, 0.00
PALM SPRINGS, COOP, Riverside, -116.510, 33.828, 425, 0.00
LONG BEACH DAUGHERTY AP, WBAN, Los Angeles, -118.147, 33.812, 34, 0.59
PALOS VERDES ES FC43D, COOP, Los Angeles, -118.391, 33.800, 220, 0.95
FULLERTON MUNICIPAL AP, WBAN, Orange, -117.986, 33.872, 86, 1.17
BEAUMONT #2, WBAN, Riverside, -116.990, 33.926, 2591, 0.01
MARCH AFB, WBAN, Riverside, -117.250, 33.900, 1536, T
YORBA LINDA, COOP, Orange, -117.819, 33.890, 350, 0.00
DOWNEY FIRE DEPT. FC107C, COOP, Los Angeles, -118.145, 33.930, 110, 0.00
HAWTHORNE MUNICIPAL AP, WBAN, Los Angeles, -118.333, 33.924, 55, 1.18
LOS ANGELES INTL AP, WBAN, Los Angeles, -118.387, 33.938, 97, 1.30
RIVERSIDE MUNICIPAL AP, WBAN, Riverside, -117.435, 33.953, 845, 0.03
CHINO AP, WBAN, San Bernardino, -117.625, 33.976, 636, 0.16
WHITTIER CITY YARD FC106C, COOP, Los Angeles, -118.022, 33.976, 446, 1.81
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.00
MERCED, COOP, Merced, -120.516, 37.289, 154, 1.61
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 0.08
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, T
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 0.06
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.04
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 2.96
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 3.90
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.65
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 1.50
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.00
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 3.93
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 0.23
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 4.09
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, T
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 3.62
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 1.32
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 2.43
