Monthly Data for June 1991 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.00
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.01
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, T
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, T
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, T
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 0.11
BRAWLEY 2 SW, COOP, Imperial, -115.558, 32.954, -100, 0.00
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.66
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 1.40
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.00
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 2.15
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 0.00
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 0.28
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.00
ELECTRA P H, COOP, Amador, -120.671, 38.331, 715, 1.36
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 0.00
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 0.50
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.12
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 0.80
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 0.63
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 0.00
LAKE SPAULDING, COOP, Nevada, -120.639, 39.318, 5156, 2.42
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 0.00
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 0.08
LODI, COOP, San Joaquin, -121.288, 38.106, 40, 0.05
MARYSVILLE, COOP, Yuba, -121.585, 39.146, 57, 0.54
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 0.40
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.07
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 0.63
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 0.42
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 0.00
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 0.20
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 0.60
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 0.84
