Monthly Data for November 2016 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.05
MERCED, COOP, Merced, -120.516, 37.289, 154, 1.02
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 0.92
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 0.61
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 1.39
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.06
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 1.54
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 1.30
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 1.19
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 3.73
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.38
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 6.39
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 3.86
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 1.90
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.02
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 0.54
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 7.51
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.40
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 8.52
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 0.00
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 0.92
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 1.37
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 0.89
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 2.39
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.62
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 2.07
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 0.21
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 1.22
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 1.46
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 3.09
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 3.70
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 1.39
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 1.01
SANTA CRUZ, COOP, Santa Cruz, -122.000, 36.988, 70, 2.83
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 2.25
WASCO, COOP, Kern, -119.352, 35.589, 291, 0.35
WEAVERVILLE, COOP, Trinity, -122.944, 40.735, 2058, 5.08
WILLOWS 6 W, COOP, Glenn, -122.305, 39.523, 234, 1.84
YOSEMITE PARK HEADQUARTERS, COOP, Mariposa, -119.590, 37.750, 4018, 2.20
YREKA, COOP, Siskiyou, -122.641, 41.703, 2709, 1.85
BERKELEY, COOP, Alameda, -122.260, 37.874, 310, 1.60
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 6.98
INDEPENDENCE, WBAN, Inyo, -118.204, 36.798, 3950, 0.19
SAN LUIS OBISPO POLY, WBAN, San Luis Obispo, -120.662, 35.306, 308, 2.10
IMPERIAL BEACH REAM FIELD NAS, WBAN, San Diego, -117.117, 32.568, 24, 0.59
CAMPO, COOP, San Diego, -116.470, 32.626, 2630, 1.20
EL CENTRO 2 SSW, COOP, Imperial, -115.562, 32.767, -30, 0.01
IMPERIAL COUNTY AP, WBAN, Imperial, -115.577, 32.835, -55, T
EL CENTRO NAF, WBAN, Imperial, -115.664, 32.832, -46, T
ALPINE, COOP, San Diego, -116.777, 32.836, 1695, 1.95
DEEP CANYON LAB, COOP, Riverside, -116.376, 33.651, 1200, 0.12
ELSINORE, COOP, Riverside, -117.346, 33.686, 1268, 1.18
SANTA ANA JOHN WAYNE AP, WBAN, Orange, -117.867, 33.680, 43, 1.26
HAYFIELD PUMPING PLANT, COOP, Riverside, -115.629, 33.704, 1370, 0.00
IDYLLWILD FIRE DEPT, COOP, Riverside, -116.707, 33.757, 5380, 2.97
SAN JACINTO, COOP, Riverside, -116.975, 33.797, 1525, 1.31
HEMET, COOP, Riverside, -116.894, 33.738, 1811, 1.18
SANTA ANA FIRE STATION, COOP, Orange, -117.867, 33.744, 135, 1.22
EAGLE MOUNTAIN, COOP, Riverside, -115.451, 33.808, 973, 0.06
PALM SPRINGS, COOP, Riverside, -116.510, 33.828, 425, 0.17
LONG BEACH DAUGHERTY AP, WBAN, Los Angeles, -118.147, 33.812, 34, 1.20
PALOS VERDES ES FC43D, COOP, Los Angeles, -118.391, 33.800, 220, 1.17
FULLERTON MUNICIPAL AP, WBAN, Orange, -117.986, 33.872, 86, 1.00
BEAUMONT #2, WBAN, Riverside, -116.990, 33.926, 2591, 1.60
MARCH AFB, WBAN, Riverside, -117.250, 33.900, 1536, 0.70
HAWTHORNE MUNICIPAL AP, WBAN, Los Angeles, -118.333, 33.924, 55, 1.05
LOS ANGELES INTL AP, WBAN, Los Angeles, -118.387, 33.938, 97, 1.11
RIVERSIDE FIRE STATION 3, COOP, Riverside, -117.388, 33.951, 840, 1.14
RIVERSIDE MUNICIPAL AP, WBAN, Riverside, -117.435, 33.953, 845, 0.96
CHINO AP, WBAN, San Bernardino, -117.625, 33.976, 636, 0.26
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 0.94
SANTA MONICA MUNICIPAL AP, WBAN, Los Angeles, -118.447, 34.021, 175, 0.90
