Monthly Data for April 1981 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.01
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.75
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 0.22
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 0.30
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.19
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 0.24
BRAWLEY 2 SW, COOP, Imperial, -115.558, 32.954, -100, 0.00
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.36
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 1.42
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.53
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 1.27
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 1.27
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 0.40
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.00
ELECTRA P H, COOP, Amador, -120.671, 38.331, 715, 1.66
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 0.32
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 0.58
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.68
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 1.72
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 0.36
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, T
LAKE SPAULDING, COOP, Nevada, -120.639, 39.318, 5156, 2.36
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 1.46
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 0.61
LODI, COOP, San Joaquin, -121.288, 38.106, 40, 1.03
MARYSVILLE, COOP, Yuba, -121.585, 39.146, 57, 1.49
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 0.32
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.68
