Monthly Data for September 2013 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
DEEP CANYON LAB, COOP, Riverside, -116.376, 33.651, 1200, 0.22
ELSINORE, COOP, Riverside, -117.346, 33.686, 1268, 0.00
SANTA ANA JOHN WAYNE AP, WBAN, Orange, -117.867, 33.680, 43, 0.00
HAYFIELD PUMPING PLANT, COOP, Riverside, -115.629, 33.704, 1370, 1.33
IDYLLWILD FIRE DEPT, COOP, Riverside, -116.707, 33.757, 5380, 2.86
SAN JACINTO, COOP, Riverside, -116.975, 33.797, 1525, 0.05
HEMET, COOP, Riverside, -116.894, 33.738, 1811, 0.44
SANTA ANA FIRE STATION, COOP, Orange, -117.867, 33.744, 135, 0.00
EAGLE MOUNTAIN, COOP, Riverside, -115.451, 33.808, 973, 0.56
PALM SPRINGS, COOP, Riverside, -116.510, 33.828, 425, 0.00
LONG BEACH DAUGHERTY AP, WBAN, Los Angeles, -118.147, 33.812, 34, 0.00
PALOS VERDES ES FC43D, COOP, Los Angeles, -118.391, 33.800, 220, 0.00
FULLERTON MUNICIPAL AP, WBAN, Orange, -117.986, 33.872, 86, 0.00
BEAUMONT #2, WBAN, Riverside, -116.990, 33.926, 2591, 0.33
MARCH AFB, WBAN, Riverside, -117.250, 33.900, 1536, T
YORBA LINDA, COOP, Orange, -117.819, 33.890, 350, 0.00
HAWTHORNE MUNICIPAL AP, WBAN, Los Angeles, -118.333, 33.924, 55, 0.00
LOS ANGELES INTL AP, WBAN, Los Angeles, -118.387, 33.938, 97, 0.00
RIVERSIDE FIRE STATION 3, COOP, Riverside, -117.388, 33.951, 840, 0.00
RIVERSIDE MUNICIPAL AP, WBAN, Riverside, -117.435, 33.953, 845, 0.00
CHINO AP, WBAN, San Bernardino, -117.625, 33.976, 636, T
WHITTIER CITY YARD FC106C, COOP, Los Angeles, -118.022, 33.976, 446, 0.00
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 0.00
SANTA MONICA MUNICIPAL AP, WBAN, Los Angeles, -118.447, 34.021, 175, 0.00
ONTARIO INTL AP, WBAN, San Bernardino, -117.577, 34.053, 924, T
POMONA/FAIRPLEX, COOP, Los Angeles, -117.766, 34.082, 999, 0.03
COVINA CITY YARD FC387B, COOP, Los Angeles, -117.880, 34.092, 607, 0.00
U C L A, COOP, Los Angeles, -118.443, 34.070, 430, 0.00
TOPANGA PATROL FC-6, COOP, Los Angeles, -118.599, 34.084, 745, 0.00
IRON MOUNTAIN, COOP, San Bernardino, -115.122, 34.147, 922, 0.09
TWENTYNINE PALMS, COOP, San Bernardino, -116.037, 34.128, 1975, 0.57
JOSHUA TREE, COOP, San Bernardino, -116.275, 34.147, 2563, 0.10
SAN DIMAS FIRE FC 95, COOP, Los Angeles, -117.802, 34.105, 958, 0.00
SAN GABRIEL FIRE DEPT, COOP, Los Angeles, -118.100, 34.084, 363, 0.00
POINT MUGU NF, WBAN, Ventura, -119.123, 34.124, 12, 0.05
ALTADENA, COOP, Los Angeles, -118.138, 34.182, 1127, 0.00
SAN GABRIEL CANYON PH, COOP, Los Angeles, -117.908, 34.155, 744, 0.01
WOODLAND HILLS PIERCE COLLEGE, COOP, Los Angeles, -118.574, 34.182, 790, 0.00
LYTLE CREEK R S, COOP, San Bernardino, -117.471, 34.238, 2730, 0.00
SAN GABRIEL DAM FC425B-E, COOP, Los Angeles, -117.861, 34.205, 1481, 0.00
MT WILSON CBS, COOP, Los Angeles, -118.071, 34.231, 5710, 0.00
VAN NUYS AP, WBAN, Los Angeles, -118.491, 34.212, 785, 0.00
CAMARILLO AP, WBAN, Ventura, -119.088, 34.211, 71, 0.00
OXNARD VENTURA COUNTY AP, WBAN, Ventura, -119.204, 34.200, 39, 0.01
PARKER RESRVOIR, COOP, San Bernardino, -114.171, 34.290, 738, 1.14
TWENTYNINE PALMS MC, WBAN, San Bernardino, -116.147, 34.294, 2003, 0.34
BIG BEAR LAKE, COOP, San Bernardino, -116.917, 34.243, 6753, 1.09
CHATSWORTH FC 24 F, COOP, Los Angeles, -118.600, 34.250, 950, 0.00
CRYSTAL LAKE FC238C, COOP, Los Angeles, -117.842, 34.318, 5345, 0.00
BIG TUJUNGA DAM FC46, COOP, Los Angeles, -118.188, 34.295, 2326, 0.00
PACOIMA DAM FC33A-E, COOP, Los Angeles, -118.400, 34.329, 1550, 0.00
PIRU 2 ESE, COOP, Ventura, -118.757, 34.406, 712, 0.00
SANTA BARBARA MUNI AP, WBAN, Santa Barbara, -119.842, 34.424, 8, 0.00
JUNCAL DAM, COOP, Santa Barbara, -119.507, 34.491, 2260, 0.00
VICTORVILLE, COOP, San Bernardino, -117.293, 34.529, 2880, 0.00
ACTON ESCONDIDO FC261, COOP, Los Angeles, -118.271, 34.494, 2833, 0.00
GIBRALTAR DAM NO. 2, COOP, Santa Barbara, -119.682, 34.523, 1558, 0.00
AMBOY, COOP, San Bernardino, -115.744, 34.559, 648, 0.32
PALMDALE, COOP, Los Angeles, -118.094, 34.588, 2612, 0.00
SAUGUS POWER PLANT 1, COOP, Los Angeles, -118.454, 34.590, 2161, 0.00
LOS PRIETOS RS, COOP, Santa Barbara, -119.791, 34.544, 1024, 0.00
CACHUMA LAKE, COOP, Santa Barbara, -119.982, 34.582, 789, 0.00
SALSIPUEDES GAGING STATION, COOP, Santa Barbara, -120.408, 34.585, 254, 0.00
PALMDALE AP, WBAN, Los Angeles, -118.083, 34.629, 2509, T
LOMPOC, COOP, Santa Barbara, -120.451, 34.654, 75, 0.00
LANCASTER, WBAN, Los Angeles, -118.213, 34.741, 2338, T
SANDBERG, WBAN, Los Angeles, -118.725, 34.744, 4510, 0.02
LEBEC, WBAN, Kern, -118.865, 34.833, 3575, 0.09
NEW CUYAMA FIRE STATION, COOP, Santa Barbara, -119.683, 34.946, 2160, 0.00
TWITCHELL DAM, COOP, Santa Barbara, -120.321, 34.988, 582, 0.01
MOJAVE, COOP, Kern, -118.162, 35.049, 2735, 0.00
PISMO BEACH, COOP, San Luis Obispo, -120.683, 35.160, 39, 0.00
SALINAS DAM, COOP, San Luis Obispo, -120.504, 35.337, 1392, 0.00
RANDSBURG, COOP, Kern, -117.652, 35.369, 3570, 0.25
SANTA MARGARITA BOOST, COOP, San Luis Obispo, -120.637, 35.374, 1148, 0.00
MORRO BAY FIRE DEPT, COOP, San Luis Obispo, -120.845, 35.367, 118, 0.00
BAKERSFIELD AP, WBAN, Kern, -119.055, 35.434, 490, T
BUTTONWILLOW, COOP, Kern, -119.470, 35.403, 225, 0.00
GLENNVILLE, COOP, Kern, -118.701, 35.727, 3140, 0.15
TRONA, COOP, San Bernardino, -117.391, 35.764, 1695, 0.08
DELANO, COOP, Kern, -119.260, 35.768, 302, 0.00
IMPERIAL, COOP, Imperial, -115.567, 32.849, -64, 0.91
EL CAPITAN DAM, COOP, San Diego, -116.815, 32.886, 600, 0.00
LAKESIDE 2 E, COOP, San Diego, -116.895, 32.854, 690, 0.00
POWAY VALLEY, COOP, San Diego, -117.031, 33.020, 648, 0.00
JULIAN CDF, COOP, San Diego, -116.592, 33.076, 4215, 0.25
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, T
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 1.12
VISTA, COOP, San Diego, -117.232, 33.235, 430, 0.00
OCEANSIDE MARINA, COOP, San Diego, -117.395, 33.210, 10, 0.00
NILAND, COOP, Imperial, -115.524, 33.278, -60, 0.11
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.22
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 2.25
MECCA FIRE STATION, COOP, Riverside, -116.073, 33.570, -183, 0.17
LAGUNA BEACH, COOP, Orange, -117.781, 33.545, 44, 0.01
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.57
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 0.14
RICHMOND, COOP, Contra Costa, -122.377, 37.919, 20, 0.53
MUIR WOODS, COOP, Marin, -122.569, 37.898, 220, 0.69
HETCH HETCHY, COOP, Tuolumne, -119.783, 37.961, 3870, 0.77
CHERRY VALLEY DAM, COOP, Tuolumne, -119.916, 37.975, 4765, 0.48
SONORA, COOP, Tuolumne, -120.387, 37.967, 1675, 0.64
STOCKTON FIRE STA 4, COOP, San Joaquin, -121.318, 37.999, 12, 0.00
ANTIOCH PUMPING PLANT #3, COOP, Contra Costa, -121.752, 37.983, 60, 0.50
CONCORD BUCHANAN FIELD, WBAN, Contra Costa, -122.053, 37.992, 23, 0.65
CONCORD WASTEWATER PLANT, COOP, Contra Costa, -122.069, 37.983, 40, 0.70
SAN RAFAEL-CIVIC CENTER, COOP, Marin, -122.537, 37.998, 120, 0.59
KENTFIELD, COOP, Marin, -122.545, 37.957, 145, 0.59
MARTINEZ WATER PLANT, COOP, Contra Costa, -122.114, 38.013, 40, 0.80
SAN ANDREAS 2, COOP, Calaveras, -120.671, 38.191, 1100, 0.00
BODIE CALIFORNIA STATE HISTORIC PARK, COOP, Mono, -119.014, 38.212, 8370, 0.46
ACAMPO 5NE, COOP, San Joaquin, -121.201, 38.218, 87, 0.93
NAPA COUNTY AIRPORT, WBAN, Napa, -122.280, 38.208, 16, 0.84
BRIDGEPORT, COOP, Mono, -119.229, 38.258, 6470, 0.37
CALAVERAS BIG TREES, COOP, Calaveras, -120.311, 38.277, 4695, 0.69
CAMP PARDEE, COOP, Calaveras, -120.843, 38.249, 658, 0.82
TRAVIS FIELD AFB, WBAN, Solano, -121.933, 38.267, 62, 0.46
FAIRFIELD, COOP, Solano, -122.068, 38.274, 40, 1.10
SONOMA, COOP, Sonoma, -122.462, 38.299, 97, 0.43
SUTTER HILL CDF, COOP, Amador, -120.801, 38.377, 1586, 0.87
WEST POINT, COOP, Calaveras, -120.545, 38.378, 2775, 1.36
ATLAS ROAD BROWN, COOP, Napa, -122.248, 38.427, 1680, 0.84
GRATON, COOP, Sonoma, -122.865, 38.431, 200, 0.48
OCCIDENTAL, COOP, Sonoma, -122.966, 38.386, 865, 1.06
FIDDLETOWN DEXTER RCH, COOP, Amador, -120.698, 38.525, 2170, 1.28
SACRAMENTO AP ASOS, WBAN, Sacramento, -121.496, 38.507, 19, 0.59
WINTERS, WBAN, Yolo, -121.978, 38.525, 135, 0.59
LAKE SOLANO, COOP, Solano, -122.004, 38.492, 187, 0.65
SAINT HELENA, COOP, Napa, -122.471, 38.507, 225, 0.45
SAINT HELENA 4 WSW, COOP, Napa, -122.538, 38.493, 1780, 1.16
FORT ROSS, COOP, Sonoma, -123.245, 38.515, 112, 0.33
SACRAMENTO 5 ESE, WBAN, Sacramento, -121.418, 38.555, 38, 0.55
ANGWIN PACIFIC UNION COLLEGE, COOP, Napa, -122.440, 38.573, 1715, 1.04
CALISTOGA, COOP, Napa, -122.578, 38.577, 350, 0.12
VENADO, COOP, Sonoma, -123.018, 38.609, 1260, 0.68
WOODLAND 1 WNW, COOP, Yolo, -121.794, 38.683, 67, 0.00
SACRAMENTO METROPOLITAN AP, WBAN, Sacramento, -121.595, 38.701, 24, 0.53
BRADLEY TELEMETERING, COOP, Monterey, -120.868, 35.930, 443, 0.00
KETTLEMAN CITY, COOP, Kings, -119.960, 36.007, 240, 0.00
HAIWEE, COOP, Inyo, -117.953, 36.139, 3825, 0.02
CORCORAN IRRIGATION DIST., COOP, Kings, -119.582, 36.098, 200, 0.00
COALINGA, WBAN, Fresno, -120.361, 36.136, 670, 0.00
KING CITY, COOP, Monterey, -121.138, 36.207, 320, 0.01
LINDSAY, COOP, Tulare, -119.054, 36.203, 435, 0.00
BIG SUR STATION, COOP, Monterey, -121.780, 36.247, 200, 0.22
VISALIA, COOP, Tulare, -119.300, 36.328, 303, 0.00
FIVE POINTS 5 SSW, COOP, Fresno, -120.156, 36.364, 285, 0.00
SAN CLEMENTE DAM, COOP, Monterey, -121.709, 36.438, 600, 0.13
ASH MOUNTAIN, COOP, Tulare, -118.825, 36.491, 1708, 0.00
PACIFIC HOUSE, COOP, El Dorado, -120.503, 38.758, 3450, 2.58
MIDDLETOWN, COOP, Lake, -122.626, 38.748, 1121, 0.59
CLOVERDALE, COOP, Sonoma, -123.026, 38.793, 400, 0.50
KELSEY 1 N, COOP, El Dorado, -120.821, 38.809, 2000, 1.60
SOUTH LAKE TAHOE AP, WBAN, El Dorado, -119.996, 38.898, 6257, 0.71
GEORGETOWN RS, COOP, El Dorado, -120.801, 38.933, 3001, 1.96
AUBURN, COOP, Placer, -121.084, 38.907, 1292, 0.37
NICOLAUS #2, COOP, Sutter, -121.545, 38.926, 43, 0.67
YORKVILLE, COOP, Mendocino, -123.231, 38.905, 1100, 0.76
CLEARLAKE 4 SE, COOP, Lake, -122.567, 38.924, 1349, 0.16
FORESTHILL RANGER STATION, COOP, Placer, -120.845, 39.010, 3015, 1.66
HELL HOLE, COOP, Placer, -120.415, 39.058, 4850, 0.79
MARYSVILLE AIRPORT (ASOS), WBAN, Yuba, -121.569, 39.102, 62, 0.74
UKIAH MUNICIPAL AP, WBAN, Mendocino, -123.200, 39.128, 603, 0.55
UKIAH 4 WSW, COOP, Mendocino, -123.272, 39.127, 1328, 1.38
GOLD RUN 4 SW, COOP, Placer, -120.900, 39.150, 3220, 1.62
WILLIAMS, COOP, Colusa, -122.150, 39.150, 85, 2.72
GRASS VALLEY NO. 2, COOP, Nevada, -121.068, 39.204, 2400, 2.61
HARRY L. ENGLEBRIGHT DAM, COOP, Nevada, -121.267, 39.237, 800, 0.79
COLUSA 2 SSW, COOP, Colusa, -122.027, 39.188, 50, 1.03
BLUE CANYON NYACK AP, WBAN, Placer, -120.709, 39.276, 5286, 2.16
NEVADA CITY, COOP, Nevada, -121.001, 39.247, 2781, 3.32
TRUCKEE AIRPORT, WBAN, Nevada, -120.139, 39.320, 5900, 0.76
TRUCKEE RS, COOP, Nevada, -120.173, 39.333, 5823, 0.02
DONNER MEMORIAL ST PARK, COOP, Nevada, -120.233, 39.324, 5937, 0.35
COLGATE POWERHOUSE, COOP, Yuba, -121.192, 39.331, 595, 1.06
MOULTON WEIR, COOP, Colusa, -122.017, 39.333, 76, 0.64
BOCA, COOP, Nevada, -120.094, 39.389, 5575, 0.49
POTTER VALLEY POWERHOUSE, COOP, Mendocino, -123.129, 39.362, 1018, 2.62
FARAD, COOP, Nevada, -120.034, 39.428, 5153, 0.65
BOWMAN DAM, COOP, Nevada, -120.656, 39.454, 5385, 3.50
OROVILLE, COOP, Butte, -121.553, 39.518, 171, 1.17
OROVILLE MUNICIPAL AP, WBAN, Butte, -121.622, 39.494, 187, 0.79
SIERRAVILLE RS, COOP, Sierra, -120.370, 39.583, 4975, 0.49
DOWNIEVILLE, COOP, Sierra, -120.824, 39.563, 2915, 3.72
STRAWBERRY VALLEY 2, COOP, Yuba, -121.161, 39.532, 3710, 2.50
STONY GORGE RESERVOIR, COOP, Glenn, -122.534, 39.586, 800, 0.07
BRUSH CREEK RANGER STATION, COOP, Butte, -121.345, 39.695, 3560, 2.09
PARADISE, COOP, Butte, -121.624, 39.754, 1750, 2.24
VINTON, COOP, Plumas, -120.186, 39.806, 4950, 1.12
PORTOLA, COOP, Plumas, -120.472, 39.805, 4850, 1.28
DE SABLA, COOP, Butte, -121.611, 39.872, 2710, 2.09
LEGGETT, COOP, Mendocino, -123.720, 39.874, 703, 3.80
BUCKS CREEK, COOP, Plumas, -121.315, 39.937, 1891, 1.33
DOYLE 4 SSE, COOP, Lassen, -120.083, 39.972, 4390, 0.39
DOYLE, COOP, Lassen, -120.105, 40.027, 4293, 0.26
CANYON DAM, COOP, Plumas, -121.089, 40.171, 4560, 1.05
MIRANDA 4 SE, COOP, Humboldt, -123.776, 40.182, 266, 3.72
FORT SEWARD, COOP, Humboldt, -123.632, 40.218, 220, 2.88
HONEYDEW 1 SW, COOP, Humboldt, -124.132, 40.238, 373, 4.28
CHESTER, COOP, Plumas, -121.242, 40.303, 4530, 0.69
MINERAL, COOP, Tehama, -121.609, 40.346, 4875, 1.44
