Data for May 1, 2024 through May 4, 2024

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.00
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.00
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 0.00
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 0.00
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 0.00
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.00
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 0.00
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 0.00
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.01
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 0.00
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 0.00
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 0.00
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.00
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 0.00
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.00
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 0.00
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 0.00
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 0.00
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 0.00
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 0.00
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.00
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 0.00
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 0.02
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 0.00
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 0.00
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 0.00
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 0.00
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 0.00
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 0.00
WASCO, COOP, Kern, -119.352, 35.589, 291, 0.00
YREKA, COOP, Siskiyou, -122.641, 41.703, 2709, 0.03
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 0.21
CAMPO, COOP, San Diego, -116.470, 32.626, 2630, 0.00
EL CENTRO 2 SSW, COOP, Imperial, -115.562, 32.767, -30, 0.00
IMPERIAL COUNTY AP, WBAN, Imperial, -115.577, 32.835, -55, 0.00
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, 0.00
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 0.00
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.00
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 0.00
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.00
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 0.00
SANTA ANA JOHN WAYNE AP, WBAN, Orange, -117.867, 33.680, 43, 0.00
HAYFIELD PUMPING PLANT, COOP, Riverside, -115.629, 33.704, 1370, 0.00
EAGLE MOUNTAIN, COOP, Riverside, -115.451, 33.808, 973, 0.00
LONG BEACH DAUGHERTY AP, WBAN, Los Angeles, -118.147, 33.812, 34, 0.00
FULLERTON MUNICIPAL AP, WBAN, Orange, -117.986, 33.872, 86, 0.00
MARCH AFB, WBAN, Riverside, -117.250, 33.900, 1536, 0.00
HAWTHORNE MUNICIPAL AP, WBAN, Los Angeles, -118.333, 33.924, 55, 0.00
LOS ANGELES INTL AP, WBAN, Los Angeles, -118.387, 33.938, 97, 0.00
RIVERSIDE MUNICIPAL AP, WBAN, Riverside, -117.435, 33.953, 845, 0.00
CHINO AP, WBAN, San Bernardino, -117.625, 33.976, 636, 0.00
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 0.00
SANTA MONICA MUNICIPAL AP, WBAN, Los Angeles, -118.447, 34.021, 175, 0.00
ONTARIO INTL AP, WBAN, San Bernardino, -117.577, 34.053, 924, 0.00
U C L A, COOP, Los Angeles, -118.443, 34.070, 430, 0.00
JOSHUA TREE, COOP, San Bernardino, -116.275, 34.147, 2563, 0.00
SAN GABRIEL CANYON PH, COOP, Los Angeles, -117.908, 34.155, 744, 0.00
VAN NUYS AP, WBAN, Los Angeles, -118.491, 34.212, 785, 0.00
CAMARILLO AP, WBAN, Ventura, -119.088, 34.211, 71, 0.00
OXNARD VENTURA COUNTY AP, WBAN, Ventura, -119.204, 34.200, 39, 0.00
BIG BEAR LAKE, COOP, San Bernardino, -116.917, 34.243, 6753, 0.00
SANTA BARBARA MUNI AP, WBAN, Santa Barbara, -119.842, 34.424, 8, 0.00
JUNCAL DAM, COOP, Santa Barbara, -119.507, 34.491, 2260, 0.00
SAUGUS POWER PLANT 1, COOP, Los Angeles, -118.454, 34.590, 2161, 0.00
CACHUMA LAKE, COOP, Santa Barbara, -119.982, 34.582, 789, 0.00
PALMDALE AP, WBAN, Los Angeles, -118.083, 34.629, 2509, 0.00
LOMPOC AP, WBAN, Santa Barbara, -120.467, 34.667, 88, 0.00
LANCASTER, WBAN, Los Angeles, -118.213, 34.741, 2338, 0.00
SANDBERG, WBAN, Los Angeles, -118.725, 34.744, 4510, 0.00
NEW CUYAMA FIRE STATION, COOP, Santa Barbara, -119.683, 34.946, 2160, 0.00
KETTLEMAN CITY, COOP, Kings, -119.960, 36.007, 240, 0.00
CORCORAN IRRIGATION DIST., COOP, Kings, -119.582, 36.098, 200, 0.00
KING CITY, COOP, Monterey, -121.138, 36.207, 320, 0.00
BIG SUR STATION, COOP, Monterey, -121.780, 36.247, 200, 0.00
VISALIA, COOP, Tulare, -119.300, 36.328, 303, 0.00
BAKERSFIELD AP, WBAN, Kern, -119.055, 35.434, 490, 0.00
TRONA, COOP, San Bernardino, -117.391, 35.764, 1695, 0.00
LODGEPOLE, COOP, Tulare, -118.732, 36.604, 6735, 0.00
MONTEREY, COOP, Monterey, -121.855, 36.593, 122, 0.00
SALINAS AP, WBAN, Monterey, -121.609, 36.664, 73, 0.00
GRANT GROVE, COOP, Tulare, -118.962, 36.738, 6580, 0.00
FRIANT GOVERNMENT CAMP, COOP, Fresno, -119.707, 36.996, 430, 0.00
LOS BANOS, COOP, Merced, -120.867, 37.056, 120, 0.00
