Monthly Data for November 2024 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, T
MERCED, COOP, Merced, -120.516, 37.289, 154, 1.46
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 0.10
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 0.13
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.19
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 4.04
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 2.06
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 2.67
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 6.76
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.16
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 8.64
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 0.81
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 3.87
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, T
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 0.04
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 4.74
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 2.07
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 11.40
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 20.04
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 0.00
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 1.91
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 1.62
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 1.51
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 5.80
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.44
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 7.16
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 15.21
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 0.06
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 1.97
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 7.94
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 16.16
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 0.04
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 0.60
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 15.61
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 3.36
