Monthly Data for October 2021 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.26
MERCED, COOP, Merced, -120.516, 37.289, 154, 1.75
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 1.03
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 1.01
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 0.77
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.96
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 5.84
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 1.70
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 2.90
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 5.97
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.72
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 16.79
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 2.05
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 5.57
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.01
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 0.97
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 8.70
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.98
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 5.43
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 11.66
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 0.02
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 2.21
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 4.01
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 1.73
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 8.56
OJAI, COOP, Ventura, -119.227, 34.448, 745, 1.59
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 4.32
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 1.34
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 2.02
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 7.96
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 11.44
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 0.60
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 1.17
SANTA CRUZ, COOP, Santa Cruz, -122.000, 36.988, 70, 5.28
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 13.02
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 9.86
WASCO, COOP, Kern, -119.352, 35.589, 291, 1.02
WILLOWS 6 W, COOP, Glenn, -122.305, 39.523, 234, 6.32
YOSEMITE PARK HEADQUARTERS, COOP, Mariposa, -119.590, 37.750, 4018, 7.23
YREKA, COOP, Siskiyou, -122.641, 41.703, 2709, 3.09
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 4.02
SAN LUIS OBISPO POLY, WBAN, San Luis Obispo, -120.662, 35.306, 308, 2.30
CAMPO, COOP, San Diego, -116.470, 32.626, 2630, 0.71
EL CENTRO 2 SSW, COOP, Imperial, -115.562, 32.767, -30, 0.09
IMPERIAL COUNTY AP, WBAN, Imperial, -115.577, 32.835, -55, 0.02
EL CENTRO NAF, WBAN, Imperial, -115.664, 32.832, -46, T
ALPINE, COOP, San Diego, -116.777, 32.836, 1695, 1.05
DEEP CANYON LAB, COOP, Riverside, -116.376, 33.651, 1200, 0.11
ELSINORE, COOP, Riverside, -117.346, 33.686, 1268, 0.62
SANTA ANA JOHN WAYNE AP, WBAN, Orange, -117.867, 33.680, 43, 0.79
HAYFIELD PUMPING PLANT, COOP, Riverside, -115.629, 33.704, 1370, 0.05
IDYLLWILD FIRE DEPT, COOP, Riverside, -116.707, 33.757, 5380, 1.40
SAN JACINTO, COOP, Riverside, -116.975, 33.797, 1525, 0.77
HEMET, COOP, Riverside, -116.894, 33.738, 1811, 1.04
SANTA ANA FIRE STATION, COOP, Orange, -117.867, 33.744, 135, 0.48
EAGLE MOUNTAIN, COOP, Riverside, -115.451, 33.808, 973, 0.00
PALM SPRINGS, COOP, Riverside, -116.510, 33.828, 425, 0.10
LONG BEACH DAUGHERTY AP, WBAN, Los Angeles, -118.147, 33.812, 34, 0.39
PALOS VERDES ES FC43D, COOP, Los Angeles, -118.391, 33.800, 220, 0.30
FULLERTON MUNICIPAL AP, WBAN, Orange, -117.986, 33.872, 86, 0.51
