Data for October 1, 2023 through October 3, 2023

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.00
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.03
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, T
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, T
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, T
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.01
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 0.00
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 0.00
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.00
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 2.00
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.00
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 0.88
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 0.20
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.00
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 0.00
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.00
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 0.26
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 0.01
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 0.00
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.00
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 0.22
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 0.00
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 0.00
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 0.00
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 0.19
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 0.01
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 0.02
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 0.05
WASCO, COOP, Kern, -119.352, 35.589, 291, 0.00
YREKA, COOP, Siskiyou, -122.641, 41.703, 2709, 0.00
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 0.00
CAMPO, COOP, San Diego, -116.470, 32.626, 2630, 0.01
EL CENTRO 2 SSW, COOP, Imperial, -115.562, 32.767, -30, 0.00
IMPERIAL COUNTY AP, WBAN, Imperial, -115.577, 32.835, -55, 0.00
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, T
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 0.22
VISTA, COOP, San Diego, -117.232, 33.235, 430, 0.14
OCEANSIDE MARINA, COOP, San Diego, -117.395, 33.210, 10, 0.00
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.00
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 0.00
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.00
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 0.00
ELSINORE, COOP, Riverside, -117.346, 33.686, 1268, 0.00
SANTA ANA JOHN WAYNE AP, WBAN, Orange, -117.867, 33.680, 43, T
HAYFIELD PUMPING PLANT, COOP, Riverside, -115.629, 33.704, 1370, 0.00
IDYLLWILD FIRE DEPT, COOP, Riverside, -116.707, 33.757, 5380, 0.03
SANTA ANA FIRE STATION, COOP, Orange, -117.867, 33.744, 135, 0.04
EAGLE MOUNTAIN, COOP, Riverside, -115.451, 33.808, 973, 0.00
LONG BEACH DAUGHERTY AP, WBAN, Los Angeles, -118.147, 33.812, 34, 0.01
FULLERTON MUNICIPAL AP, WBAN, Orange, -117.986, 33.872, 86, T
MARCH AFB, WBAN, Riverside, -117.250, 33.900, 1536, 0.00
HAWTHORNE MUNICIPAL AP, WBAN, Los Angeles, -118.333, 33.924, 55, 0.00
LOS ANGELES INTL AP, WBAN, Los Angeles, -118.387, 33.938, 97, 0.00
RIVERSIDE MUNICIPAL AP, WBAN, Riverside, -117.435, 33.953, 845, T
CHINO AP, WBAN, San Bernardino, -117.625, 33.976, 636, 0.00
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 0.00
SANTA MONICA MUNICIPAL AP, WBAN, Los Angeles, -118.447, 34.021, 175, T
ONTARIO INTL AP, WBAN, San Bernardino, -117.577, 34.053, 924, 0.00
U C L A, COOP, Los Angeles, -118.443, 34.070, 430, 0.00
IRON MOUNTAIN, COOP, San Bernardino, -115.122, 34.147, 922, 0.00
SAN GABRIEL FIRE DEPT, COOP, Los Angeles, -118.100, 34.084, 363, 0.08
SAN GABRIEL CANYON PH, COOP, Los Angeles, -117.908, 34.155, 744, 0.23
VAN NUYS AP, WBAN, Los Angeles, -118.491, 34.212, 785, 0.00
CAMARILLO AP, WBAN, Ventura, -119.088, 34.211, 71, 0.00
OXNARD VENTURA COUNTY AP, WBAN, Ventura, -119.204, 34.200, 39, 0.00
BIG BEAR LAKE, COOP, San Bernardino, -116.917, 34.243, 6753, 0.00
SANTA BARBARA MUNI AP, WBAN, Santa Barbara, -119.842, 34.424, 8, 0.00
VICTORVILLE, COOP, San Bernardino, -117.293, 34.529, 2880, 0.00
SAUGUS POWER PLANT 1, COOP, Los Angeles, -118.454, 34.590, 2161, 0.00
CACHUMA LAKE, COOP, Santa Barbara, -119.982, 34.582, 789, 0.01
PALMDALE AP, WBAN, Los Angeles, -118.083, 34.629, 2509, 0.00
LOMPOC AP, WBAN, Santa Barbara, -120.467, 34.667, 88, 0.00
LANCASTER, WBAN, Los Angeles, -118.213, 34.741, 2338, T
SANDBERG, WBAN, Los Angeles, -118.725, 34.744, 4510, 0.00
TWITCHELL DAM, COOP, Santa Barbara, -120.321, 34.988, 582, 0.00
BAKERSFIELD AP, WBAN, Kern, -119.055, 35.434, 490, 0.15
TRONA, COOP, San Bernardino, -117.391, 35.764, 1695, 0.00
KETTLEMAN CITY, COOP, Kings, -119.960, 36.007, 240, 0.00
CORCORAN IRRIGATION DIST., COOP, Kings, -119.582, 36.098, 200, 0.01
KING CITY, COOP, Monterey, -121.138, 36.207, 320, 0.00
LINDSAY, COOP, Tulare, -119.054, 36.203, 435, 0.00
BIG SUR STATION, COOP, Monterey, -121.780, 36.247, 200, 0.00
VISALIA, COOP, Tulare, -119.300, 36.328, 303, 0.08
MONTEREY, COOP, Monterey, -121.855, 36.593, 122, 0.00
SALINAS AP, WBAN, Monterey, -121.609, 36.664, 73, 0.01
GRANT GROVE, COOP, Tulare, -118.962, 36.738, 6580, 0.48
LOS BANOS, COOP, Merced, -120.867, 37.056, 120, 0.00
ASPENDELL, COOP, Inyo, -118.599, 37.232, 8470, 0.62
NORTH FORK RS, COOP, Madera, -119.510, 37.233, 2645, 0.04
MOUNT HAMILTON, WBAN, Santa Clara, -121.635, 37.343, 4220, 0.00
BISHOP AIRPORT, WBAN, Inyo, -118.359, 37.371, 4110, 0.18
REDWOOD CITY, COOP, San Mateo, -122.239, 37.477, 31, 0.00
HALF MOON BAY, COOP, San Mateo, -122.443, 37.473, 27, 0.01
MODESTO AP, WBAN, Stanislaus, -120.955, 37.625, 87, 0.00
HAYWARD AIR TERMINAL, WBAN, Alameda, -122.121, 37.659, 31, 0.00
LIVERMORE MUNICIPAL AP, WBAN, Alameda, -121.815, 37.693, 393, T
OAKLAND INTERNATIONAL AIRPORT, WBAN, Alameda, -122.233, 37.718, 5, 0.00
SAN FRANCISCO DOWNTOWN, WBAN, San Francisco, -122.427, 37.771, 150, 0.00
TRACY PUMPING PLANT, COOP, Alameda, -121.583, 37.796, 61, 0.00
OAKLAND MUSEUM, COOP, Alameda, -122.264, 37.798, 30, 0.00
STOCKTON AP, WBAN, San Joaquin, -121.226, 37.890, 27, 0.00
RICHMOND, COOP, Contra Costa, -122.377, 37.919, 20, 0.00
SONORA, COOP, Tuolumne, -120.387, 37.967, 1675, 0.60
CONCORD BUCHANAN FIELD, WBAN, Contra Costa, -122.053, 37.992, 23, 0.00
SAN RAFAEL-CIVIC CENTER, COOP, Marin, -122.537, 37.998, 120, 0.00
KENTFIELD, COOP, Marin, -122.545, 37.957, 145, 0.00
SAN ANDREAS 2, COOP, Calaveras, -120.671, 38.191, 1100, 0.29
NAPA COUNTY AIRPORT, WBAN, Napa, -122.280, 38.208, 16, 0.00
CALAVERAS BIG TREES, COOP, Calaveras, -120.311, 38.277, 4695, 0.00
SUTTER HILL CDF, COOP, Amador, -120.801, 38.377, 1586, 0.00
FIDDLETOWN DEXTER RCH, COOP, Amador, -120.698, 38.525, 2170, 0.10
SACRAMENTO AP ASOS, WBAN, Sacramento, -121.496, 38.507, 19, 0.00
WINTERS, WBAN, Yolo, -121.978, 38.525, 135, 0.06
LAKE SOLANO, COOP, Solano, -122.004, 38.492, 187, 0.07
SACRAMENTO 5 ESE, WBAN, Sacramento, -121.418, 38.555, 38, 0.00
ANGWIN PACIFIC UNION COLLEGE, COOP, Napa, -122.440, 38.573, 1715, 0.00
CALISTOGA, COOP, Napa, -122.578, 38.577, 350, 0.04
WOODLAND 1 WNW, COOP, Yolo, -121.794, 38.683, 67, 0.01
SACRAMENTO METROPOLITAN AP, WBAN, Sacramento, -121.595, 38.701, 24, 0.00
SOUTH LAKE TAHOE AP, WBAN, El Dorado, -119.996, 38.898, 6257, 0.07
GEORGETOWN RS, COOP, El Dorado, -120.801, 38.933, 3001, 0.00
MARYSVILLE AIRPORT (ASOS), WBAN, Yuba, -121.569, 39.102, 62, 0.00
UKIAH MUNICIPAL AP, WBAN, Mendocino, -123.200, 39.128, 603, 0.00
GRASS VALLEY NO. 2, COOP, Nevada, -121.068, 39.204, 2400, 0.13
BLUE CANYON NYACK AP, WBAN, Placer, -120.709, 39.276, 5286, 0.00
NEVADA CITY, COOP, Nevada, -121.001, 39.247, 2781, 0.17
TRUCKEE AIRPORT, WBAN, Nevada, -120.139, 39.320, 5900, 0.14
BOCA, COOP, Nevada, -120.094, 39.389, 5575, 0.17
POTTER VALLEY POWERHOUSE, COOP, Mendocino, -123.129, 39.362, 1018, 0.15
OROVILLE MUNICIPAL AP, WBAN, Butte, -121.622, 39.494, 187, 0.00
SIERRAVILLE RS, COOP, Sierra, -120.370, 39.583, 4975, 0.10
STRAWBERRY VALLEY 2, COOP, Yuba, -121.161, 39.532, 3710, 0.00
