Monthly Data for August 2017 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
IMPERIAL, COOP, Imperial, -115.567, 32.849, -64, 0.13
DESCANSO RANGER STN, COOP, San Diego, -116.617, 32.850, 3500, 0.07
EL CAPITAN DAM, COOP, San Diego, -116.815, 32.886, 600, 1.45
LAKESIDE 2 E, COOP, San Diego, -116.895, 32.854, 690, 0.00
POWAY VALLEY, COOP, San Diego, -117.031, 33.020, 648, 0.00
JULIAN CDF, COOP, San Diego, -116.592, 33.076, 4215, 0.19
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, T
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 1.88
VISTA, COOP, San Diego, -117.232, 33.235, 430, 0.02
OCEANSIDE MARINA, COOP, San Diego, -117.395, 33.210, 10, 0.02
NILAND, COOP, Imperial, -115.524, 33.278, -60, 0.00
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.09
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 1.84
MECCA FIRE STATION, COOP, Riverside, -116.073, 33.570, -183, 0.00
LAGUNA BEACH, COOP, Orange, -117.781, 33.545, 44, 0.00
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.41
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 0.07
SAN GABRIEL DAM FC425B-E, COOP, Los Angeles, -117.861, 34.205, 1481, 0.06
MT WILSON CBS, COOP, Los Angeles, -118.071, 34.231, 5710, 0.00
VAN NUYS AP, WBAN, Los Angeles, -118.491, 34.212, 785, 0.05
CAMARILLO AP, WBAN, Ventura, -119.088, 34.211, 71, 0.00
OXNARD VENTURA COUNTY AP, WBAN, Ventura, -119.204, 34.200, 39, T
PARKER RESRVOIR, COOP, San Bernardino, -114.171, 34.290, 738, 0.06
TWENTYNINE PALMS MC, WBAN, San Bernardino, -116.147, 34.294, 2003, 0.55
BIG BEAR LAKE, COOP, San Bernardino, -116.917, 34.243, 6753, 0.69
BIG TUJUNGA DAM FC46, COOP, Los Angeles, -118.188, 34.295, 2326, 0.00
PACOIMA DAM FC33A-E, COOP, Los Angeles, -118.400, 34.329, 1550, 0.00
PIRU 2 ESE, COOP, Ventura, -118.757, 34.406, 712, 0.00
SANTA BARBARA MUNI AP, WBAN, Santa Barbara, -119.842, 34.424, 8, 0.01
JUNCAL DAM, COOP, Santa Barbara, -119.507, 34.491, 2260, 0.00
MOJAVE, COOP, Kern, -118.162, 35.049, 2735, 0.00
PISMO BEACH, COOP, San Luis Obispo, -120.683, 35.160, 39, 0.07
TAFT, COOP, Kern, -119.430, 35.150, 773, 0.00
SALINAS DAM, COOP, San Luis Obispo, -120.504, 35.337, 1392, 0.00
RANDSBURG, COOP, Kern, -117.652, 35.369, 3570, 0.05
SANTA MARGARITA BOOST, COOP, San Luis Obispo, -120.637, 35.374, 1148, 0.00
MORRO BAY FIRE DEPT, COOP, San Luis Obispo, -120.845, 35.367, 118, 0.04
BAKERSFIELD AP, WBAN, Kern, -119.055, 35.434, 490, T
