Monthly Data for July 1997 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
VICTORVILLE, COOP, San Bernardino, -117.293, 34.529, 2880, 0.00
ACTON ESCONDIDO FC261, COOP, Los Angeles, -118.271, 34.494, 2833, 0.00
GIBRALTAR DAM NO. 2, COOP, Santa Barbara, -119.682, 34.523, 1558, 0.04
PALMDALE, COOP, Los Angeles, -118.094, 34.588, 2612, T
SAUGUS POWER PLANT 1, COOP, Los Angeles, -118.454, 34.590, 2161, 0.00
LOS PRIETOS RS, COOP, Santa Barbara, -119.791, 34.544, 1024, 0.03
CACHUMA LAKE, COOP, Santa Barbara, -119.982, 34.582, 789, 0.05
SALSIPUEDES GAGING STATION, COOP, Santa Barbara, -120.408, 34.585, 254, 0.02
EL MIRAGE, COOP, San Bernardino, -117.630, 34.589, 2950, 0.00
LOMPOC, COOP, Santa Barbara, -120.451, 34.654, 75, 0.08
LANCASTER, WBAN, Los Angeles, -118.213, 34.741, 2338, 0.02
SANDBERG, WBAN, Los Angeles, -118.725, 34.744, 4510, T
LOS ALAMOS, COOP, Santa Barbara, -120.280, 34.746, 565, 0.13
LEBEC, WBAN, Kern, -118.865, 34.833, 3575, T
MITCHELL CAVERNS, COOP, San Bernardino, -115.547, 34.944, 4350, 0.72
NEW CUYAMA FIRE STATION, COOP, Santa Barbara, -119.683, 34.946, 2160, T
SHOSHONE, COOP, Inyo, -116.271, 35.972, 1546, T
PORTERVILLE, COOP, Tulare, -119.020, 36.068, 393, 0.01
HAIWEE, COOP, Inyo, -117.953, 36.139, 3825, 0.86
CORCORAN IRRIGATION DIST., COOP, Kings, -119.582, 36.098, 200, 0.00
COALINGA, WBAN, Fresno, -120.361, 36.136, 670, 0.00
PRIEST VALLEY, COOP, Monterey, -120.695, 36.188, 2300, 0.22
KING CITY, COOP, Monterey, -121.138, 36.207, 320, 0.00
LINDSAY, COOP, Tulare, -119.054, 36.203, 435, 0.00
WESTHAVEN, COOP, Fresno, -119.997, 36.227, 285, T
WILDROSE R S, COOP, Inyo, -117.185, 36.266, 4100, 0.32
BIG SUR STATION, COOP, Monterey, -121.780, 36.247, 200, 0.00
VISALIA, COOP, Tulare, -119.300, 36.328, 303, 0.00
FIVE POINTS 5 SSW, COOP, Fresno, -120.156, 36.364, 285, T
PALOMA, COOP, Monterey, -121.540, 36.350, 1775, T
SAN CLEMENTE DAM, COOP, Monterey, -121.709, 36.438, 600, 0.00
ASH MOUNTAIN, COOP, Tulare, -118.825, 36.491, 1708, 0.16
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 0.00
SANTA MONICA PIER, COOP, Los Angeles, -118.500, 34.008, 14, 0.00
COVINA CITY YARD FC387B, COOP, Los Angeles, -117.880, 34.092, 607, 0.00
U C L A, COOP, Los Angeles, -118.443, 34.070, 430, 0.00
TOPANGA PATROL FC-6, COOP, Los Angeles, -118.599, 34.084, 745, 0.00
LECHUZA PTRL ST FC352B, COOP, Los Angeles, -118.880, 34.076, 1600, 0.00
IRON MOUNTAIN, COOP, San Bernardino, -115.122, 34.147, 922, 0.18
TWENTYNINE PALMS, COOP, San Bernardino, -116.037, 34.128, 1975, 1.05
SAN BERNARDINO F S 226, COOP, San Bernardino, -117.254, 34.134, 1140, T
SAN DIMAS FIRE FC 95, COOP, Los Angeles, -117.802, 34.105, 958, 0.00
GLENDORA FC 287B, COOP, Los Angeles, -117.847, 34.147, 933, T
SAN GABRIEL FIRE DEPT, COOP, Los Angeles, -118.100, 34.084, 363, 0.00
POINT MUGU NF, WBAN, Ventura, -119.123, 34.124, 12, T
ALTADENA, COOP, Los Angeles, -118.138, 34.182, 1127, 0.00
SAN GABRIEL CANYON PH, COOP, Los Angeles, -117.908, 34.155, 744, 0.02
WOODLAND HILLS PIERCE COLLEGE, COOP, Los Angeles, -118.574, 34.182, 790, T
LYTLE CREEK R S, COOP, San Bernardino, -117.471, 34.238, 2730, 0.03
RICHMOND, COOP, Contra Costa, -122.377, 37.919, 20, 0.00
MUIR WOODS, COOP, Marin, -122.569, 37.898, 220, 0.02
CHERRY VALLEY DAM, COOP, Tuolumne, -119.916, 37.975, 4765, 0.11
SONORA, COOP, Tuolumne, -120.387, 37.967, 1675, 0.02
