Data for January 1, 2024 through January 16, 2024

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
POWAY VALLEY, COOP, San Diego, -117.031, 33.020, 648, 0.87
JULIAN CDF, COOP, San Diego, -116.592, 33.076, 4215, 1.81
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, 0.22
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 1.28
OCEANSIDE MARINA, COOP, San Diego, -117.395, 33.210, 10, 0.12
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.00
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 1.17
MECCA FIRE STATION, COOP, Riverside, -116.073, 33.570, -183, 0.00
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.05
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, T
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.13
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.68
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 0.44
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 0.28
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 0.31
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.32
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 1.48
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 0.75
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.84
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 0.06
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.40
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 2.41
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 0.86
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.12
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 2.08
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.58
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 2.42
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 1.29
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 0.02
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 1.44
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 0.01
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 0.73
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 2.65
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.20
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 1.09
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 2.56
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 0.28
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 0.60
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 2.12
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 2.08
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 0.56
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 0.35
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 2.43
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 2.52
WASCO, COOP, Kern, -119.352, 35.589, 291, 0.32
WILLOWS 6 W, COOP, Glenn, -122.305, 39.523, 234, 0.85
YREKA, COOP, Siskiyou, -122.641, 41.703, 2709, 3.44
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 5.84
IMPERIAL BEACH REAM FIELD NAS, WBAN, San Diego, -117.117, 32.568, 24, 0.05
CAMPO, COOP, San Diego, -116.470, 32.626, 2630, 0.81
EL CENTRO 2 SSW, COOP, Imperial, -115.562, 32.767, -30, 0.00
IMPERIAL COUNTY AP, WBAN, Imperial, -115.577, 32.835, -55, T
EL CENTRO NAF, WBAN, Imperial, -115.664, 32.832, -46, 0.01
ALPINE, COOP, San Diego, -116.777, 32.836, 1695, 0.93
ELSINORE, COOP, Riverside, -117.346, 33.686, 1268, 0.27
SANTA ANA JOHN WAYNE AP, WBAN, Orange, -117.867, 33.680, 43, 0.21
HAYFIELD PUMPING PLANT, COOP, Riverside, -115.629, 33.704, 1370, 0.00
IDYLLWILD FIRE DEPT, COOP, Riverside, -116.707, 33.757, 5380, 0.79
SAN JACINTO, COOP, Riverside, -116.975, 33.797, 1525, 0.41
SANTA ANA FIRE STATION, COOP, Orange, -117.867, 33.744, 135, 0.28
EAGLE MOUNTAIN, COOP, Riverside, -115.451, 33.808, 973, 0.30
LONG BEACH DAUGHERTY AP, WBAN, Los Angeles, -118.147, 33.812, 34, 0.25
FULLERTON MUNICIPAL AP, WBAN, Orange, -117.986, 33.872, 86, 0.33
MARCH AFB, WBAN, Riverside, -117.250, 33.900, 1536, 0.23
HAWTHORNE MUNICIPAL AP, WBAN, Los Angeles, -118.333, 33.924, 55, 0.18
LOS ANGELES INTL AP, WBAN, Los Angeles, -118.387, 33.938, 97, 0.20
RIVERSIDE FIRE STATION 3, COOP, Riverside, -117.388, 33.951, 840, 0.35
RIVERSIDE MUNICIPAL AP, WBAN, Riverside, -117.435, 33.953, 845, 0.37
CHINO AP, WBAN, San Bernardino, -117.625, 33.976, 636, 0.40
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 0.12
SANTA MONICA MUNICIPAL AP, WBAN, Los Angeles, -118.447, 34.021, 175, 0.00
ONTARIO INTL AP, WBAN, San Bernardino, -117.577, 34.053, 924, 0.44
U C L A, COOP, Los Angeles, -118.443, 34.070, 430, 0.22
IRON MOUNTAIN, COOP, San Bernardino, -115.122, 34.147, 922, 0.25
JOSHUA TREE, COOP, San Bernardino, -116.275, 34.147, 2563, 0.05
SAN GABRIEL FIRE DEPT, COOP, Los Angeles, -118.100, 34.084, 363, 0.28
POINT MUGU NF, WBAN, Ventura, -119.123, 34.124, 12, T
SAN GABRIEL CANYON PH, COOP, Los Angeles, -117.908, 34.155, 744, 0.52
