Monthly Data for December 2018 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
IMPERIAL, COOP, Imperial, -115.567, 32.849, -64, 1.19
EL CAPITAN DAM, COOP, San Diego, -116.815, 32.886, 600, 2.67
LAKESIDE 2 E, COOP, San Diego, -116.895, 32.854, 690, 2.82
POWAY VALLEY, COOP, San Diego, -117.031, 33.020, 648, 2.47
JULIAN CDF, COOP, San Diego, -116.592, 33.076, 4215, 3.29
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, 1.72
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 2.91
VISTA, COOP, San Diego, -117.232, 33.235, 430, 2.69
OCEANSIDE MARINA, COOP, San Diego, -117.395, 33.210, 10, 2.47
NILAND, COOP, Imperial, -115.524, 33.278, -60, 0.00
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 1.49
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 3.16
MECCA FIRE STATION, COOP, Riverside, -116.073, 33.570, -183, 0.54
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.49
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 0.42
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.22
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.97
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 2.69
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 3.02
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 1.10
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, T
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 1.65
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 0.84
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 1.16
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 2.31
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 2.61
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 4.35
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 3.94
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 2.33
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.11
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 1.76
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 6.07
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.43
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 5.02
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 0.43
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 0.99
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 1.54
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 1.51
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 2.78
OJAI, COOP, Ventura, -119.227, 34.448, 745, 1.38
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 1.80
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 2.68
