Monthly Data for March 2018 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
IMPERIAL, COOP, Imperial, -115.567, 32.849, -64, 0.04
EL CAPITAN DAM, COOP, San Diego, -116.815, 32.886, 600, 2.21
LAKESIDE 2 E, COOP, San Diego, -116.895, 32.854, 690, 1.91
POWAY VALLEY, COOP, San Diego, -117.031, 33.020, 648, 1.69
JULIAN CDF, COOP, San Diego, -116.592, 33.076, 4215, 4.26
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, 2.24
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 3.70
VISTA, COOP, San Diego, -117.232, 33.235, 430, 2.51
OCEANSIDE MARINA, COOP, San Diego, -117.395, 33.210, 10, 1.83
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.02
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 5.31
MECCA FIRE STATION, COOP, Riverside, -116.073, 33.570, -183, 0.00
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.03
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, T
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.62
MERCED, COOP, Merced, -120.516, 37.289, 154, 3.36
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 1.08
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 0.95
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 0.10
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.47
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 3.32
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 5.94
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.89
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 4.61
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 1.06
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 16.75
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 6.55
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 4.62
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.15
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 3.77
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 7.92
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 2.39
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 4.44
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 4.31
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 0.02
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 4.74
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 4.44
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 3.08
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 6.58
OJAI, COOP, Ventura, -119.227, 34.448, 745, 8.47
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 1.72
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 4.24
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 7.74
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 5.24
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 12.88
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 2.06
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 7.08
SANTA CRUZ, COOP, Santa Cruz, -122.000, 36.988, 70, 6.89
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 6.82
