Monthly Data for June 2011 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.00
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.85
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 0.05
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 0.03
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 0.03
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.02
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 1.49
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 0.55
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 1.01
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 1.91
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.02
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 2.27
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 0.11
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 1.73
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.00
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 0.12
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 1.24
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 1.04
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 1.00
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 1.05
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 0.00
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 0.45
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 1.07
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 1.16
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 2.61
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.24
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 1.23
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 1.70
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 0.18
