Monthly Data for May 2000 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, T
MERCED, COOP, Merced, -120.516, 37.289, 154, 0.66
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 0.02
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, T
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, T
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 0.53
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 0.14
BRAWLEY 2 SW, COOP, Imperial, -115.558, 32.954, -100, 0.00
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.70
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 0.96
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 0.00
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 3.51
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 0.07
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 0.77
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, T
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 0.00
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 2.59
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.48
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 0.92
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 1.83
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 0.00
LAKE SPAULDING, COOP, Nevada, -120.639, 39.318, 5156, 4.10
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 0.71
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 0.69
LODI, COOP, San Joaquin, -121.288, 38.106, 40, 0.83
MARYSVILLE, COOP, Yuba, -121.585, 39.146, 57, 1.07
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 0.79
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 1.54
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.00
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 1.21
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 2.10
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 0.17
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 0.05
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 1.21
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 1.27
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 0.06
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 0.00
SANTA CRUZ, COOP, Santa Cruz, -122.000, 36.988, 70, 1.27
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 1.48
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 2.37
