Monthly Data for February 2005 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
IMPERIAL, COOP, Imperial, -115.567, 32.849, -64, 1.21
EL CAPITAN DAM, COOP, San Diego, -116.815, 32.886, 600, 2.09
LAKESIDE 2 E, COOP, San Diego, -116.895, 32.854, 690, 6.29
POWAY VALLEY, COOP, San Diego, -117.031, 33.020, 648, 0.59
JULIAN CDF, COOP, San Diego, -116.592, 33.076, 4215, 7.22
RAMONA FIRE DEPT, COOP, San Diego, -116.908, 33.011, 1470, 4.72
SAN PASQUAL ANIMAL PK, COOP, San Diego, -116.997, 33.096, 420, 7.67
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, 5.62
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 9.77
VISTA, COOP, San Diego, -117.232, 33.235, 430, 7.02
OCEANSIDE MARINA, COOP, San Diego, -117.395, 33.210, 10, 6.43
NILAND, COOP, Imperial, -115.524, 33.278, -60, 1.68
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 3.97
OAK GROVE RS, COOP, San Diego, -116.792, 33.386, 2750, 8.65
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 13.70
TEMECULA, COOP, Riverside, -117.151, 33.497, 1020, 2.55
MECCA FIRE STATION, COOP, Riverside, -116.073, 33.570, -183, 2.78
ANZA, COOP, Riverside, -116.674, 33.556, 3915, 5.14
LAGUNA BEACH, COOP, Orange, -117.781, 33.545, 44, 7.86
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 2.83
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 2.66
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 2.12
MERCED, COOP, Merced, -120.516, 37.289, 154, 2.41
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 5.72
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 5.83
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 7.60
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 5.90
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 5.10
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 5.34
BRAWLEY 2 SW, COOP, Imperial, -115.558, 32.954, -100, 1.57
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.49
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 0.65
CHULA VISTA, COOP, San Diego, -117.086, 32.640, 56, 5.65
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 4.92
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 8.91
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 3.39
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 1.26
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 9.30
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 5.00
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 1.58
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 0.00
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 5.42
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 3.05
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 2.04
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 3.55
LODI, COOP, San Joaquin, -121.288, 38.106, 40, 2.61
MARYSVILLE, COOP, Yuba, -121.585, 39.146, 57, 2.06
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 2.54
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 3.88
OJAI, COOP, Ventura, -119.227, 34.448, 745, 10.30
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 3.32
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 1.68
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 15.45
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 5.02
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 4.35
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 3.44
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 6.84
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 7.31
SANTA CRUZ, COOP, Santa Cruz, -122.000, 36.988, 70, 6.26
