Data for October 1, 2025 through October 31, 2025

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.09
MERCED, COOP, Merced, -120.516, 37.289, 154, 1.75
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 0.50
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 0.41
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, T
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, T
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 1.03
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 1.54
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 1.92
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 0.94
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 2.39
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 1.60
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.05
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 2.01
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 1.32
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 2.05
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 1.79
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 1.47
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 2.30
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 1.63
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 1.10
OJAI, COOP, Ventura, -119.227, 34.448, 745, 1.92
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 1.66
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 2.00
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 1.47
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 0.95
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 2.32
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 0.68
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 0.80
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 1.91
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 1.78
WASCO, COOP, Kern, -119.352, 35.589, 291, 0.01
WILLOWS 6 W, COOP, Glenn, -122.305, 39.523, 234, 2.34
YREKA, COOP, Siskiyou, -122.642, 41.702, 2712, 2.12
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 3.34
SAN LUIS OBISPO POLY, WBAN, San Luis Obispo, -120.662, 35.306, 308, 1.45
CAMPO, COOP, San Diego, -116.470, 32.626, 2630, 0.61
EL CENTRO 2 SSW, COOP, Imperial, -115.566, 32.767, -30, 0.13
IMPERIAL COUNTY AP, WBAN, Imperial, -115.577, 32.835, -55, 0.07
SANTA ANA JOHN WAYNE AP, WBAN, Orange, -117.867, 33.680, 43, 0.83
HAYFIELD PUMPING PLANT, COOP, Riverside, -115.629, 33.704, 1370, 0.14
EAGLE MOUNTAIN, COOP, Riverside, -115.451, 33.808, 973, 1.10
LONG BEACH DAUGHERTY AP, WBAN, Los Angeles, -118.147, 33.812, 34, 0.92
FULLERTON MUNICIPAL AP, WBAN, Orange, -117.986, 33.872, 86, 1.79
MARCH AFB, WBAN, Riverside, -117.250, 33.900, 1536, 0.46
HAWTHORNE MUNICIPAL AP, WBAN, Los Angeles, -118.333, 33.924, 55, 0.96
LOS ANGELES INTL AP, WBAN, Los Angeles, -118.387, 33.938, 97, 0.80
RIVERSIDE MUNICIPAL AP, WBAN, Riverside, -117.435, 33.953, 845, 0.61
CHINO AP, WBAN, San Bernardino, -117.625, 33.976, 636, 0.48
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 1.29
SANTA MONICA MUNICIPAL AP, WBAN, Los Angeles, -118.447, 34.021, 175, 1.42
ONTARIO INTL AP, WBAN, San Bernardino, -117.577, 34.053, 924, 1.08
U C L A, COOP, Los Angeles, -118.443, 34.070, 430, 2.26
JOSHUA TREE, COOP, San Bernardino, -116.275, 34.147, 2563, 0.08
SAN GABRIEL FIRE DEPT, COOP, Los Angeles, -118.100, 34.084, 363, 1.65
SAN GABRIEL CANYON PH, COOP, Los Angeles, -117.908, 34.155, 744, 2.27
WOODLAND HILLS PIERCE COLLEGE, COOP, Los Angeles, -118.574, 34.182, 790, 2.12
VAN NUYS AP, WBAN, Los Angeles, -118.491, 34.212, 785, 2.02
CAMARILLO AP, WBAN, Ventura, -119.088, 34.211, 71, 0.95
OXNARD VENTURA COUNTY AP, WBAN, Ventura, -119.204, 34.200, 39, 0.17
BIG BEAR LAKE, COOP, San Bernardino, -116.917, 34.243, 6753, 1.16
PIRU 2 ESE, COOP, Ventura, -118.757, 34.406, 712, 1.92
SANTA BARBARA MUNI AP, WBAN, Santa Barbara, -119.842, 34.424, 8, 1.01
JUNCAL DAM, COOP, Santa Barbara, -119.507, 34.491, 2260, 1.99
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, 0.45
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 0.96
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.02
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 1.00
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.25
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 0.01
AMBOY, COOP, San Bernardino, -115.744, 34.559, 658, 0.00
SAUGUS POWER PLANT 1, COOP, Los Angeles, -118.454, 34.590, 2161, 1.81
CACHUMA LAKE, COOP, Santa Barbara, -119.982, 34.582, 789, 2.10
SALSIPUEDES GAGING STATION, COOP, Santa Barbara, -120.408, 34.585, 254, 1.60
PALMDALE AP, WBAN, Los Angeles, -118.083, 34.629, 2509, 0.53
LOMPOC AP, WBAN, Santa Barbara, -120.467, 34.667, 88, 1.11
LANCASTER, WBAN, Los Angeles, -118.213, 34.741, 2338, 0.36
SANDBERG, WBAN, Los Angeles, -118.725, 34.744, 4510, 2.33
NEW CUYAMA FIRE STATION, COOP, Santa Barbara, -119.683, 34.946, 2160, 0.69
TWITCHELL DAM, COOP, Santa Barbara, -120.321, 34.988, 582, 1.89
BAKERSFIELD AP, WBAN, Kern, -119.055, 35.434, 490, 0.90
LOST HILLS, COOP, Kern, -119.689, 35.618, 288, 0.87
GLENNVILLE, COOP, Kern, -118.701, 35.727, 3140, 0.02
TRONA, COOP, San Bernardino, -117.391, 35.764, 1695, 0.13
PORTERVILLE MUNICIPAL AIRPORT, WBAN, Tulare, -119.062, 36.029, 442, 1.28
KETTLEMAN CITY, COOP, Kings, -119.960, 36.007, 240, 1.07
CORCORAN IRRIGATION DIST., COOP, Kings, -119.582, 36.098, 200, 0.01
KING CITY, COOP, Monterey, -121.138, 36.207, 320, 1.65
LINDSAY, COOP, Tulare, -119.054, 36.203, 435, 2.63
BIG SUR STATION, COOP, Monterey, -121.780, 36.247, 200, 2.03
VISALIA, COOP, Tulare, -119.300, 36.328, 303, 2.50
MONTEREY, COOP, Monterey, -121.855, 36.593, 122, 1.06
SALINAS AP, WBAN, Monterey, -121.609, 36.664, 73, 0.95
WATSONVILLE WATERWORKS, COOP, Santa Cruz, -121.769, 36.931, 95, 1.18
FRIANT GOVERNMENT CAMP, COOP, Fresno, -119.707, 36.996, 430, 1.69
LOS BANOS, COOP, Merced, -120.867, 37.056, 120, 1.59
BEN LOMOND NO. 4, COOP, Santa Cruz, -122.082, 37.087, 435, 3.05
ASPENDELL, COOP, Inyo, -118.599, 37.232, 8470, 0.19
RAYMOND, COOP, Madera, -119.909, 37.210, 919, 0.17
MOUNT HAMILTON, WBAN, Santa Clara, -121.635, 37.343, 4220, 2.99
BISHOP AIRPORT, WBAN, Inyo, -118.359, 37.371, 4110, 0.46
REDWOOD CITY, COOP, San Mateo, -122.239, 37.477, 31, 0.83
HALF MOON BAY, COOP, San Mateo, -122.443, 37.473, 27, 1.84
EXCHEQUER DAM, COOP, Mariposa, -120.162, 37.353, 420, 2.03
