Data for February 1, 2026 through February 22, 2026

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, 2.47
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 5.10
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 1.01
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 4.42
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, T
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 0.14
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.30
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 1.97
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 1.80
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 2.51
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 1.20
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 3.39
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 4.37
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.86
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 1.97
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.09
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 0.00
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 4.94
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 1.11
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 0.35
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 3.90
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 1.46
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 3.36
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 1.94
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 3.51
OJAI, COOP, Ventura, -119.227, 34.448, 745, 3.96
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 0.43
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 4.70
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 3.93
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 3.23
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 3.08
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 2.94
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 3.27
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 4.69
WASCO, COOP, Kern, -119.352, 35.589, 291, 1.42
WILLOWS 6 W, COOP, Glenn, -122.305, 39.523, 234, 4.23
YREKA, COOP, Siskiyou, -122.642, 41.702, 2712, 2.37
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 3.84
SAN LUIS OBISPO POLY, WBAN, San Luis Obispo, -120.662, 35.306, 308, 4.95
CAMPO, COOP, San Diego, -116.470, 32.626, 2630, 2.87
EL CENTRO 2 SSW, COOP, Imperial, -115.566, 32.767, -30, 0.00
IMPERIAL COUNTY AP, WBAN, Imperial, -115.577, 32.835, -55, T
SANTA ANA JOHN WAYNE AP, WBAN, Orange, -117.867, 33.680, 43, 2.14
HAYFIELD PUMPING PLANT, COOP, Riverside, -115.629, 33.704, 1370, 0.13
EAGLE MOUNTAIN, COOP, Riverside, -115.451, 33.808, 973, 0.00
LONG BEACH DAUGHERTY AP, WBAN, Los Angeles, -118.147, 33.812, 34, 2.63
FULLERTON MUNICIPAL AP, WBAN, Orange, -117.986, 33.872, 86, 2.80
MARCH AFB, WBAN, Riverside, -117.250, 33.900, 1536, 1.64
HAWTHORNE MUNICIPAL AP, WBAN, Los Angeles, -118.333, 33.924, 55, 2.75
LOS ANGELES INTL AP, WBAN, Los Angeles, -118.387, 33.938, 97, 3.43
RIVERSIDE MUNICIPAL AP, WBAN, Riverside, -117.435, 33.953, 845, 2.02
CHINO AP, WBAN, San Bernardino, -117.625, 33.976, 636, 3.00
CULVER CITY, COOP, Los Angeles, -118.414, 34.005, 92, 3.31
SANTA MONICA MUNICIPAL AP, WBAN, Los Angeles, -118.447, 34.021, 175, 3.70
ONTARIO INTL AP, WBAN, San Bernardino, -117.577, 34.053, 924, 2.94
U C L A, COOP, Los Angeles, -118.443, 34.070, 430, 0.00
JOSHUA TREE, COOP, San Bernardino, -116.275, 34.147, 2563, 0.57
SAN GABRIEL FIRE DEPT, COOP, Los Angeles, -118.100, 34.084, 363, 2.89
SAN GABRIEL CANYON PH, COOP, Los Angeles, -117.908, 34.155, 744, 2.77
WOODLAND HILLS PIERCE COLLEGE, COOP, Los Angeles, -118.574, 34.182, 790, 3.04
VAN NUYS AP, WBAN, Los Angeles, -118.491, 34.212, 785, 3.67
CAMARILLO AP, WBAN, Ventura, -119.088, 34.211, 71, 3.52
OXNARD VENTURA COUNTY AP, WBAN, Ventura, -119.204, 34.200, 39, 2.91
BIG BEAR LAKE, COOP, San Bernardino, -116.917, 34.243, 6753, 0.20
PIRU 2 ESE, COOP, Ventura, -118.757, 34.406, 712, 3.47
SANTA BARBARA MUNI AP, WBAN, Santa Barbara, -119.842, 34.424, 8, 2.47
JUNCAL DAM, COOP, Santa Barbara, -119.507, 34.491, 2260, 4.91
AMBOY, COOP, San Bernardino, -115.744, 34.559, 658, 0.36
SAUGUS POWER PLANT 1, COOP, Los Angeles, -118.454, 34.590, 2161, 4.28
CACHUMA LAKE, COOP, Santa Barbara, -119.982, 34.582, 789, 5.34
PALMDALE AP, WBAN, Los Angeles, -118.083, 34.629, 2509, 1.67
LOMPOC AP, WBAN, Santa Barbara, -120.467, 34.667, 88, 0.02
LANCASTER, WBAN, Los Angeles, -118.213, 34.741, 2338, 1.49
SANDBERG, WBAN, Los Angeles, -118.725, 34.744, 4510, 2.71
NEW CUYAMA FIRE STATION, COOP, Santa Barbara, -119.683, 34.946, 2160, 1.15
TWITCHELL DAM, COOP, Santa Barbara, -120.321, 34.988, 582, 1.07
BAKERSFIELD AP, WBAN, Kern, -119.055, 35.434, 490, 0.81
BUTTONWILLOW, COOP, Kern, -119.470, 35.403, 225, 0.00
LOST HILLS, COOP, Kern, -119.689, 35.618, 288, 0.35
GLENNVILLE, COOP, Kern, -118.701, 35.727, 3140, 6.02
TRONA, COOP, San Bernardino, -117.391, 35.764, 1695, 0.75
PINNACLES NATIONAL PARK, COOP, San Benito, -121.182, 36.482, 1307, 5.81
MONTEREY, COOP, Monterey, -121.855, 36.593, 122, 5.39
SALINAS AP, WBAN, Monterey, -121.609, 36.664, 73, 4.01
GRANT GROVE, COOP, Tulare, -118.962, 36.738, 6580, 0.00
WATSONVILLE WATERWORKS, COOP, Santa Cruz, -121.769, 36.931, 95, 1.96
FRIANT GOVERNMENT CAMP, COOP, Fresno, -119.707, 36.996, 430, 2.75
LOS BANOS, COOP, Merced, -120.867, 37.056, 120, 2.06
BEN LOMOND NO. 4, COOP, Santa Cruz, -122.082, 37.087, 435, 9.77
ASPENDELL, COOP, Inyo, -118.599, 37.232, 8470, 6.42
NORTH FORK RS, COOP, Madera, -119.510, 37.233, 2645, 4.55
RAYMOND, COOP, Madera, -119.909, 37.210, 919, 3.41
MOUNT HAMILTON, WBAN, Santa Clara, -121.635, 37.343, 4220, 2.52
BISHOP AIRPORT, WBAN, Inyo, -118.359, 37.371, 4110, 1.41
REDWOOD CITY, COOP, San Mateo, -122.239, 37.477, 31, 3.80
HALF MOON BAY, COOP, San Mateo, -122.443, 37.473, 27, 3.77
EXCHEQUER DAM, COOP, Mariposa, -120.162, 37.353, 420, 0.00
MODESTO AP, WBAN, Stanislaus, -120.955, 37.625, 87, 3.00
HAYWARD AIR TERMINAL, WBAN, Alameda, -122.121, 37.659, 31, 3.46
LIVERMORE MUNICIPAL AP, WBAN, Alameda, -121.815, 37.693, 393, 2.76
OAKLAND INTERNATIONAL AIRPORT, WBAN, Alameda, -122.233, 37.718, 5, 3.23
SAN FRANCISCO DOWNTOWN, WBAN, San Francisco, -122.427, 37.771, 150, 3.95
SAN FRANCISCO OCEANSIDE, COOP, San Francisco, -122.505, 37.728, 8, 0.00
TRACY PUMPING PLANT, COOP, Alameda, -121.583, 37.796, 61, 3.05
OAKLAND MUSEUM, COOP, Alameda, -122.264, 37.798, 30, 3.36
TUOLUMNE MEADOWS R.S., COOP, Tuolumne, -119.344, 37.877, 8694, 4.78
STOCKTON AP, WBAN, San Joaquin, -121.226, 37.890, 27, 3.41
RICHMOND, COOP, Contra Costa, -122.377, 37.919, 20, 3.45
MUIR WOODS, COOP, Marin, -122.569, 37.898, 220, 0.01
SONORA, COOP, Tuolumne, -120.387, 37.967, 1675, 5.77
CONCORD BUCHANAN FIELD, WBAN, Contra Costa, -122.053, 37.992, 23, 0.48
SAN RAFAEL-CIVIC CENTER, COOP, Marin, -122.537, 37.998, 120, 5.34
KENTFIELD, COOP, Marin, -122.545, 37.957, 145, 7.20
SAN ANDREAS 2, COOP, Calaveras, -120.671, 38.191, 1100, 4.89
ACAMPO 5NE, COOP, San Joaquin, -121.201, 38.218, 87, 4.27
NAPA COUNTY AIRPORT, WBAN, Napa, -122.280, 38.208, 16, 3.07
SUTTER HILL CDF, COOP, Amador, -120.801, 38.377, 1586, 0.00
WEST POINT, COOP, Calaveras, -120.545, 38.378, 2775, 7.01
GRATON, COOP, Sonoma, -122.865, 38.431, 200, 0.00
SACRAMENTO AP ASOS, WBAN, Sacramento, -121.496, 38.507, 19, 2.75
WINTERS, WBAN, Yolo, -121.978, 38.525, 135, 2.77
LAKE SOLANO, COOP, Solano, -122.004, 38.492, 187, 2.96
ANGWIN PACIFIC UNION COLLEGE, COOP, Napa, -122.440, 38.573, 1715, 0.00
CALISTOGA, COOP, Napa, -122.578, 38.577, 350, 0.00
SACRAMENTO METROPOLITAN AP, WBAN, Sacramento, -121.595, 38.701, 24, 1.43
MIDDLETOWN, COOP, Lake, -122.626, 38.748, 1121, 4.95
CLOVERDALE, COOP, Sonoma, -123.026, 38.793, 400, 4.05
KELSEY 1 N, COOP, El Dorado, -120.821, 38.809, 2000, 0.00
SOUTH LAKE TAHOE AP, WBAN, El Dorado, -119.996, 38.898, 6257, 1.69
AUBURN, COOP, Placer, -121.084, 38.907, 1292, 2.40
CLEARLAKE 4 SE, COOP, Lake, -122.567, 38.924, 1349, 3.27
MARYSVILLE AIRPORT (ASOS), WBAN, Yuba, -121.569, 39.102, 62, 2.90
UKIAH MUNICIPAL AP, WBAN, Mendocino, -123.200, 39.128, 603, 3.22
GRASS VALLEY NO. 2, COOP, Nevada, -121.068, 39.204, 2400, 6.68
BLUE CANYON NYACK AP, WBAN, Placer, -120.709, 39.276, 5286, 7.52
NEVADA CITY, COOP, Nevada, -121.001, 39.247, 2781, 6.13
TRUCKEE AIRPORT, WBAN, Nevada, -120.139, 39.320, 5900, 3.59
BOCA, COOP, Nevada, -120.094, 39.389, 5575, 3.93
POTTER VALLEY POWERHOUSE, COOP, Mendocino, -123.129, 39.362, 1018, 2.33
OROVILLE MUNICIPAL AP, WBAN, Butte, -121.622, 39.494, 187, 3.62
SIERRAVILLE RS, COOP, Sierra, -120.370, 39.583, 4975, 0.45
STRAWBERRY VALLEY 2, COOP, Yuba, -121.161, 39.532, 3710, 7.05
PORTOLA, COOP, Plumas, -120.472, 39.805, 4850, 3.55
COLEMAN FISHERIES STATION, COOP, Shasta, -122.143, 40.400, 420, 4.63
SCOTIA, COOP, Humboldt, -124.104, 40.483, 136, 1.66
WHISKEYTOWN RESERVOIR, COOP, Shasta, -122.528, 40.612, 1295, 3.83
SHASTA DAM, COOP, Shasta, -122.416, 40.714, 1075, 6.64
ADIN RANGER STATION, COOP, Modoc, -120.945, 41.193, 4202, 0.61
DUNSMUIR TREATMENT PL, COOP, Siskiyou, -122.282, 41.183, 2169, 4.13
JESS VALLEY, COOP, Modoc, -120.298, 41.271, 5319, 0.94
MCCLOUD, COOP, Siskiyou, -122.138, 41.252, 3233, 2.68
FORT JONES RS, COOP, Siskiyou, -122.848, 41.601, 2729, 0.10
CRESCENT CITY MCNAMARA AP, WBAN, Del Norte, -124.238, 41.784, 56, 4.17
GASQUET RS, COOP, Del Norte, -123.967, 41.846, 387, 2.38
TULELAKE, COOP, Siskiyou, -121.474, 41.960, 4038, 0.09
BARSTOW, COOP, San Bernardino, -117.022, 34.893, 2220, 1.01
PEARBLOSSOM, COOP, Los Angeles, -117.897, 34.503, 3101, 0.93
MARKLEY COVE, COOP, Napa, -122.124, 38.492, 480, 3.80
LORAINE 5 NNE, COOP, Kern, -118.412, 35.384, 4235, 1.28
LEE VINING, COOP, Mono, -119.119, 37.957, 6797, 3.19
NEW MELONES DAM HQ, COOP, Tuolumne, -120.486, 38.005, 960, 5.34
FREMONT, COOP, Alameda, -122.016, 37.542, 38, 2.84
BISHOP, COOP, Inyo, -118.367, 37.371, 4106, 0.81
TEHACHAPI 4 SE, COOP, Kern, -118.422, 35.101, 4220, 1.48
OXNARD WFO, COOP, Ventura, -119.137, 34.207, 52, 2.05
HANFORD MUNICIPAL AP, WBAN, Kings, -119.623, 36.311, 249, 1.61
RAMONA AIRPORT, WBAN, San Diego, -116.916, 33.038, 1385, 3.31
VACAVILLE/NUT TREE AP ASOS, WBAN, Solano, -121.959, 38.378, 104, 2.75
ALTURAS MUNICIPAL AP, WBAN, Modoc, -120.561, 41.484, 4383, 1.34
MADERA MUNICIPAL AP, WBAN, Madera, -120.111, 36.985, 251, 2.19
BAKERSFIELD 5 NW, COOP, Kern, -119.051, 35.419, 470, 0.92
FRESNO 5 NE, COOP, Fresno, -119.709, 36.767, 338, 3.43
OCEANSIDE MUNICIPAL AP, WBAN, San Diego, -117.350, 33.219, 30, 1.99
ARCATA EUREKA AP, WBAN, Humboldt, -124.105, 40.978, 211, 4.23
NEWPORT BEACH HARBOR, WBAN, Orange, -117.884, 33.603, 10, 1.50
REDDING AP, WBAN, Shasta, -122.298, 40.515, 501, 3.65
AVALON CATALINA AP, WBAN, Los Angeles, -118.415, 33.404, 1565, 2.84
SANTA MARIA PUBLIC AP, WBAN, Santa Barbara, -120.452, 34.894, 243, 3.40
MOUNT SHASTA, WBAN, Siskiyou, -122.317, 41.315, 3553, 2.25
RED BLUFF MUNI AP, WBAN, Tehama, -122.255, 40.152, 354, 3.71
NEEDLES AIRPORT, WBAN, San Bernardino, -114.618, 34.768, 888, 0.11
CHINA LAKE NAF, WBAN, Kern, -117.691, 35.686, 2231, 0.53
SUSANVILLE 2SW, COOP, Lassen, -120.663, 40.417, 4212, 1.10
PORTERVILLE MUNICIPAL AIRPORT, WBAN, Tulare, -119.062, 36.029, 442, 1.60
KETTLEMAN CITY, COOP, Kings, -119.960, 36.007, 240, 1.12
