Data for December 1, 2024 through December 30, 2024

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
CARLSBAD MCCLELLAN PALOMAR AP, WBAN, San Diego, -117.277, 33.130, 313, T
HENSHAW DAM, COOP, San Diego, -116.761, 33.237, 2700, 0.01
BORREGO DESERT PARK, COOP, San Diego, -116.404, 33.256, 810, 0.00
PALOMAR MTN OBSERVATORY, COOP, San Diego, -116.840, 33.378, 5550, 0.04
BLYTHE ASOS, WBAN, Riverside, -114.715, 33.619, 395, 0.00
DESERT RESORTS REGIONAL AP, WBAN, Riverside, -116.164, 33.632, -118, 0.00
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.00
MERCED, COOP, Merced, -120.516, 37.289, 154, 1.40
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 0.02
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 0.01
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 0.03
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 4.23
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 0.86
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 2.21
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 1.06
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 4.24
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 10.70
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, T
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 8.73
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.35
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 1.69
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 10.05
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 0.99
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 1.83
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 1.33
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 5.51
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.00
