Monthly Data for December 1992 for California

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
DEEP CANYON LAB, COOP, Riverside, -116.376, 33.651, 1200, 1.88
ELSINORE, COOP, Riverside, -117.346, 33.686, 1268, 4.39
EL TORO MCAS, WBAN, Orange, -117.733, 33.667, 384, 5.03
HAYFIELD PUMPING PLANT, COOP, Riverside, -115.629, 33.704, 1370, 1.84
SUN CITY, COOP, Riverside, -117.190, 33.716, 1420, 3.56
TUSTIN MCAF, WBAN, Orange, -117.833, 33.700, 56, 3.63
SAN JACINTO, COOP, Riverside, -116.975, 33.797, 1525, 3.28
HEMET, COOP, Riverside, -116.894, 33.738, 1811, 2.90
SANTA ANA FIRE STATION, COOP, Orange, -117.867, 33.744, 135, 3.65
EAGLE MOUNTAIN, COOP, Riverside, -115.451, 33.808, 973, 1.52
PALM SPRINGS, COOP, Riverside, -116.510, 33.828, 425, 2.37
LONG BEACH DAUGHERTY AP, WBAN, Los Angeles, -118.147, 33.812, 34, 4.97
PALOS VERDES ES FC43D, COOP, Los Angeles, -118.391, 33.800, 220, 3.61
SNOW CREEK UPPER, COOP, Riverside, -116.680, 33.873, 1940, 4.72
BEAUMONT #2, WBAN, Riverside, -116.990, 33.926, 2591, 3.15
DOWNEY FIRE DEPT. FC107C, COOP, Los Angeles, -118.145, 33.930, 110, 5.58
LOS ANGELES INTL AP, WBAN, Los Angeles, -118.387, 33.938, 97, 4.16
RIVERSIDE FIRE STATION 3, COOP, Riverside, -117.388, 33.951, 840, 3.30
WHITTIER CITY YARD FC106C, COOP, Los Angeles, -118.022, 33.976, 446, 4.40
RIVERSIDE CITRUS EXP, COOP, Riverside, -117.361, 33.967, 986, 3.61
WALNUT NI FC102C, COOP, Los Angeles, -117.866, 34.002, 488, 5.02
MONTEBELLO, COOP, Los Angeles, -118.105, 34.019, 246, 7.87
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.79
MERCED, COOP, Merced, -120.516, 37.289, 154, 2.44
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 2.56
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 2.52
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 1.90
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 6.04
BRAWLEY 2 SW, COOP, Imperial, -115.558, 32.954, -100, 1.08
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 2.16
CHICO UNIVERSITY FARM, COOP, Butte, -121.821, 39.691, 185, 4.48
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 13.29
CUYAMACA, COOP, San Diego, -116.587, 32.990, 4640, 8.73
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 6.16
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.87
FAIRMONT, COOP, Los Angeles, -118.430, 34.705, 3060, 5.97
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 12.42
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 2.62
HAPPY CAMP RANGER STATION, COOP, Siskiyou, -123.375, 41.796, 1142, 13.30
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 12.25
INDIO FIRE STATION, COOP, Riverside, -116.215, 33.709, -21, 0.96
LAKE SPAULDING, COOP, Nevada, -120.639, 39.318, 5156, 21.28
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 3.81
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 4.79
LODI, COOP, San Joaquin, -121.288, 38.106, 40, 5.63
MARYSVILLE, COOP, Yuba, -121.585, 39.146, 57, 6.51
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 8.28
OJAI, COOP, Ventura, -119.227, 34.448, 745, 6.04
ORLAND, COOP, Glenn, -122.200, 39.746, 254, 5.14
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 10.89
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 6.45
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 3.59
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 7.89
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 10.72
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 4.77
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 4.97
SANTA CRUZ, COOP, Santa Cruz, -122.000, 36.988, 70, 7.10
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 8.73
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 10.56
TUSTIN IRVINE RANCH, COOP, Orange, -117.754, 33.703, 235, 4.63
UKIAH, COOP, Mendocino, -123.210, 39.147, 636, 14.24
VACAVILLE, COOP, Solano, -121.961, 38.396, 110, 8.67
WASCO, COOP, Kern, -119.352, 35.589, 291, 1.56
WEAVERVILLE, COOP, Trinity, -122.944, 40.735, 2058, 7.91
WILLOWS 6 W, COOP, Glenn, -122.305, 39.523, 234, 4.89
YOSEMITE PARK HEADQUARTERS, COOP, Mariposa, -119.590, 37.750, 4018, 10.56
YREKA, COOP, Siskiyou, -122.641, 41.703, 2709, 4.35
BLYTHE, COOP, Riverside, -114.598, 33.614, 268, 2.32
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 9.33
INDEPENDENCE, WBAN, Inyo, -118.204, 36.798, 3950, 0.53
SAN LUIS OBISPO POLY, WBAN, San Luis Obispo, -120.662, 35.306, 308, 5.45
IMPERIAL BEACH REAM FIELD NAS, WBAN, San Diego, -117.117, 32.568, 24, 1.06
CAMPO, COOP, San Diego, -116.470, 32.626, 2630, 4.04
CALEXICO 2 NE, COOP, Imperial, -115.464, 32.688, 12, 1.24
