Data for November 1, 2025 through November 18, 2025

Name, StationType, County, Longitude, Latitude, Elevation, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, WBAN, San Bernardino, -116.787, 34.854, 1919, 0.59
MERCED, COOP, Merced, -120.516, 37.289, 154, 3.42
SAN DIEGO MONTGOMERY FIELD, WBAN, San Diego, -117.137, 32.815, 418, 0.99
SAN DIEGO INTERNATIONAL AP, WBAN, San Diego, -117.183, 32.734, 15, 1.43
SAN DIEGO MIRAMAR NAS, WBAN, San Diego, -117.133, 32.867, 477, 1.33
NORTH ISLAND NAS, WBAN, San Diego, -117.210, 32.692, 14, 1.11
SAN FRANCISCO INTERNATIONAL AP, WBAN, San Mateo, -122.366, 37.620, 10, 1.96
SAN LUIS OBISPO MCCHESNEY FIELD, WBAN, San Luis Obispo, -120.644, 35.238, 183, 2.63
CEDARVILLE, COOP, Modoc, -120.179, 41.530, 4688, 0.95
COLFAX, COOP, Placer, -120.947, 39.090, 2373, 4.91
DAVIS 2 WSW EXP FARM, COOP, Yolo, -121.776, 38.535, 60, 2.98
DEATH VALLEY NATIONAL PARK, WBAN, Inyo, -116.867, 36.463, -194, 0.70
FORT BRAGG 5 N, COOP, Mendocino, -123.756, 39.510, 123, 6.75
HANFORD 1 S, COOP, Kings, -119.637, 36.316, 237, 0.65
HEALDSBURG, COOP, Sonoma, -122.866, 38.629, 177, 6.15
LEMON COVE, COOP, Tulare, -119.026, 36.382, 513, 1.46
LIVERMORE, COOP, Alameda, -121.751, 37.682, 529, 0.84
MERCED MUNICIPAL AP, WBAN, Merced, -120.518, 37.286, 152, 2.38
NAPA STATE HOSPITAL, COOP, Napa, -122.265, 38.278, 35, 2.66
OJAI, COOP, Ventura, -119.227, 34.448, 745, 0.00
ORLEANS, COOP, Humboldt, -123.539, 41.302, 403, 2.08
PASADENA, COOP, Los Angeles, -118.145, 34.148, 864, 0.00
PASO ROBLES, COOP, San Luis Obispo, -120.685, 35.628, 730, 2.25
PETALUMA AIRPORT, COOP, Sonoma, -122.608, 38.258, 20, 2.87
QUINCY, COOP, Plumas, -120.947, 39.937, 3420, 5.40
REDLANDS, COOP, San Bernardino, -117.195, 34.037, 1410, 1.65
SANTA BARBARA, COOP, Santa Barbara, -119.684, 34.417, 16, 8.52
SANTA ROSA, COOP, Sonoma, -122.713, 38.456, 166, 4.85
TAHOE CITY, COOP, Placer, -120.143, 39.168, 6230, 3.24
WASCO, COOP, Kern, -119.352, 35.589, 291, 1.44
WILLOWS 6 W, COOP, Glenn, -122.305, 39.523, 234, 1.58
YREKA, COOP, Siskiyou, -122.642, 41.702, 2712, 1.36
EUREKA WFO WOODLEY ISLAND, WBAN, Humboldt, -124.160, 40.810, 20, 4.43
SAN LUIS OBISPO POLY, WBAN, San Luis Obispo, -120.662, 35.306, 308, 0.04
